Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,ESI-1,ESI-2,ESI-3,ESI-4,LDI-1,LDI-2,LDI-3,LDI-4,APCI-1,APCI-2,APCI-3,APCI-4,APPI-1,APPI-2,APPI-3,APPI-4
329.15474,23,22,2,0,0,0,0,0,CHO,UnsatHC,330.1620165,-0.110601699,1,0,0,0,0,0,2704258,2780763,2832012,0,0,0,0,0,0,0,0
329.1605367,16,26,7,0,0,0,0,0,CHO,Protein,330.1678131,0.121319377,1,3360132,0,3880912,0,0,0,0,0,0,0,2685105,0,0,0,0,0
329.17585,20,26,4,0,0,0,0,0,CHO,Lignin,330.1831265,-0.051922338,1,0,0,0,0,0,0,0,0,0,2740568,3227831,2701869,0,0,0,0
329.22926,0,0,0,0,0,0,0,0,,None,330.2365365,0,0,0,0,2965475,0,0,0,0,0,0,0,0,0,0,0,0,0
329.2333458,18,34,5,0,0,0,0,0,CHO,Lipid,330.2406223,0.00577684,1,34245016,11799074,69692384,34249920,0,0,0,0,5837277,4901224,10528970,3899962,3070326,4889295,3146077,0
329.23431,0,0,0,0,0,0,0,0,,None,330.2415865,0,1,0,0,6704100,0,0,0,0,0,0,0,0,0,0,0,0,0
329.99726,14,6,9,0,1,0,0,0,CHO,ConHC,331.0045365,0.000490688,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455535,0
330.0017767,22,5,1,1,0,1,0,0,CHONS,ConHC,331.0090531,0.39679958,2,0,0,0,0,4363408,0,0,0,2856674,0,0,0,0,0,2601008,0
330.0336602,15,10,8,0,1,0,0,0,CHO,ConHC,331.0409367,-0.043956135,2,0,0,0,0,4087964,0,0,0,4099821,0,5900754,0,2972175,0,3725881,0
330.03813,0,0,0,0,0,0,0,0,,None,331.0454065,0,3,0,0,0,0,6231198,0,0,0,8299246,0,6273492,0,0,0,5277242,0
330.04888,19,10,5,0,1,0,0,0,CHO,ConHC,331.0561565,0.065857165,2,0,0,0,0,2489506,0,0,0,0,0,0,0,0,0,0,0
330.0533675,0,0,0,0,0,0,0,0,,None,331.060644,0,1,0,0,0,0,8193188,4273417,3803069,3560954,0,0,0,0,0,0,0,0
330.05606,23,9,2,1,0,0,0,0,CHON,ConHC,331.0633365,-0.023948831,3,0,0,0,0,0,0,0,0,2540276,0,0,0,0,0,0,0
330.0592178,0,0,0,0,0,0,0,0,,None,331.0664943,0,1,0,0,0,0,2474662,0,0,0,35764980,0,24404442,0,2914836,2907012,6100544,0
330.070054,16,14,7,0,1,0,0,0,CHO,Lignin,331.0773305,-0.068941537,2,0,0,0,0,4654251,0,3305412,0,4259577,0,5069278,0,0,2431366,0,0
330.0745152,0,0,0,0,0,0,0,0,,None,331.0817916,0,2,0,0,0,0,7500973,2695442,5824454,3798531,18639610,6849097,19243488,5650180,2556438,3855239,5146180,0
330.0853475,20,14,4,0,1,0,0,0,CHO,ConHC,331.092624,-0.181795895,2,0,0,0,0,3195057,4237591,3246026,3588615,0,0,0,0,0,0,0,0
330.0897775,0,0,0,0,0,0,0,0,,None,331.097054,0,0,0,0,0,0,4141235,8084761,8187852,7706121,0,0,0,0,0,0,0,0
330.091145,13,18,9,0,1,0,0,0,CHO,Lignin,331.0984215,0.046957699,1,0,0,3431627,0,0,0,0,0,3271424,0,5081573,0,0,2464651,0,0
330.095595,0,0,0,0,0,0,0,0,,None,331.1028715,0,1,0,0,0,0,0,0,0,0,0,3996239,8569319,3111689,0,2459020,0,0
330.1064288,17,18,6,0,1,0,0,0,CHO,Lignin,331.1137052,-0.036448748,2,0,0,0,0,4653241,6042912,7694290,6327824,11037445,4750930,11944426,4196107,0,0,0,0
330.11088,0,0,0,0,0,0,0,0,,None,331.1181565,0,1,0,0,0,0,3556539,4046114,4656084,4890130,18021126,5615187,15569388,4237069,0,2637711,0,0
330.12171,21,18,3,0,1,0,0,0,CHO,Lignin,331.1289865,-0.112297569,1,0,0,0,0,0,3366183,0,3632662,0,0,0,0,0,0,0,0
330.126165,0,0,0,0,0,0,0,0,,None,331.1334415,0,0,0,0,0,0,0,3918120,0,3097112,0,0,0,0,0,0,0,0
330.13211,0,0,0,0,0,0,0,0,,None,331.1393865,0,2,0,0,0,0,0,0,0,0,0,0,2702835,0,0,0,0,0
330.142775,18,22,5,0,1,0,0,0,CHO,Lignin,331.1500515,0.082100606,1,0,0,0,0,0,0,2751456,0,0,0,2707958,0,0,0,0,0
330.23672,17,34,5,0,1,0,0,0,CHO,Lipid,331.2439965,-0.052611308,0,7035546,2812688,13819122,5983694,0,0,0,0,0,0,0,0,0,0,0,0
330.9797833,0,0,0,0,0,0,0,0,,None,331.9870598,0,0,0,0,0,0,0,0,0,0,0,6908730,5045001,6844378,0,0,0,0
331.0095516,15,8,9,0,0,0,0,0,CHO,ConHC,332.016828,0.011511927,2,5131104,0,2536896,0,5146142,0,0,0,5778486,0,0,0,2906823,0,11888451,0
331.0248,19,8,6,0,0,0,0,0,CHO,ConHC,332.0320765,0.034703033,1,0,0,0,0,5844516,0,0,0,0,0,0,0,0,0,0,0
331.0459447,16,12,8,0,0,0,0,0,CHO,ConHC,332.0532212,-0.011551308,1,8616809,2663375,6069706,3910310,16762412,0,7588163,0,28941378,3429196,18776862,2538474,5780174,0,15591245,2325230
331.04937,13,16,8,0,0,1,0,0,CHOS,Lignin,332.0566465,-0.175531737,2,3733354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331.05878,0,0,0,0,0,0,0,0,,None,332.0660565,0,4,0,0,0,0,0,4736701,3605831,3932050,0,0,0,0,0,0,0,0
331.061195,20,12,5,0,0,0,0,0,CHO,ConHC,332.0684715,0.006109644,1,0,0,0,0,15361586,10530493,12532040,10911635,0,0,0,0,0,0,0,0
331.06391,0,0,0,0,0,0,0,0,,None,332.0711865,0,1,0,0,0,0,0,0,0,0,7691336,0,6097701,0,0,5451870,8357714,0
331.0670705,13,16,10,0,0,0,0,0,CHO,Tannin,332.074347,-0.000699482,3,55290736,14498772,74608080,39214764,29976116,4476608,26528074,9308053,98794568,3795793,75186984,3621871,79907536,90556512,125851472,19834098
331.068055,14,20,5,0,0,2,0,0,CHOS,Lignin,332.0753315,-0.350325269,2,4803439,0,0,0,0,0,0,0,0,0,0,0,0,7219295,0,0
331.07129,0,0,0,0,0,0,0,0,,None,332.0785665,0,2,0,0,2865616,0,0,0,0,0,0,0,0,0,0,0,0,0
331.0764575,24,12,2,0,0,0,0,0,CHO,ConHC,332.083734,-0.013061404,3,0,0,0,0,3407416,3456708,3327310,4146073,0,0,0,0,0,0,0,0
331.07791,0,0,0,0,0,0,0,0,,None,332.0851865,0,0,0,0,0,0,0,0,0,0,0,0,4093737,0,0,0,0,0
331.07912,0,0,0,0,0,0,0,0,,None,332.0863965,0,1,0,0,0,0,0,0,0,0,5626957,0,5405482,0,0,0,0,0
331.07991,21,16,2,0,0,1,0,0,CHOS,ConHC,332.0871865,-0.259025592,2,0,0,0,0,0,3999430,0,3124122,0,0,0,0,0,0,0,0
331.0823306,17,16,7,0,0,0,0,0,CHO,Lignin,332.0896071,-0.012718194,1,18008946,7570392,19623378,11706031,22292026,13543111,22153552,16752539,63781968,22152022,65045292,18833394,9779925,18495586,16156503,8340724
331.095235,0,0,0,0,0,0,0,0,,None,332.1025115,0,1,0,0,0,0,0,4094668,0,3804064,0,0,0,0,0,0,0,0
331.0975925,21,16,4,0,0,0,0,0,CHO,ConHC,332.104869,-0.030005221,1,0,0,0,0,9160257,22894286,17369430,22843298,0,0,0,0,0,0,0,0
331.1034613,14,20,9,0,0,0,0,0,CHO,Lignin,332.1107377,-0.01654632,1,0,9518044,13258201,11026101,0,3710672,3758425,4415396,5588054,7963483,21504818,4672504,6425305,13920358,0,8504567
331.1127833,25,16,1,0,0,0,0,0,CHO,ConHC,332.1200598,0.166612901,3,0,0,0,0,0,4439764,3414877,3743655,0,0,0,0,0,0,0,0
331.11426,0,0,0,0,0,0,0,0,,None,332.1215365,0,0,0,0,0,0,0,0,0,0,3125337,0,0,0,0,0,0,0
331.115515,0,0,0,0,0,0,0,0,,None,332.1227915,0,1,0,0,0,0,0,0,0,0,3957849,0,4733750,0,0,0,0,0
331.1187221,18,20,6,0,0,0,0,0,CHO,Lignin,332.1259986,-0.030817031,1,15403900,4802528,19697116,11738809,13596233,20936406,27847006,25743274,40852572,12911455,45302584,14684155,0,0,2877281,2459898
331.11973,19,24,1,0,0,2,0,0,CHOS,UnsatHC,332.1270065,-0.450714266,1,0,0,2459101,0,0,0,0,0,0,0,0,0,0,0,0,0
331.1340033,22,20,3,0,0,0,0,0,CHO,Lignin,332.1412798,-0.106255728,1,0,0,0,0,0,10274525,7213413,9582512,0,0,0,0,0,0,0,0
331.1550675,19,24,5,0,0,0,0,0,CHO,Lignin,332.162344,0.090058433,1,0,0,0,0,0,4460262,4602221,4708281,0,0,2510658,0,0,0,0,0
331.19149,20,28,4,0,0,0,0,0,CHO,Lignin,332.1987665,-0.021311578,1,0,0,0,0,0,0,0,0,0,2641778,0,0,0,0,0,0
331.2489917,18,36,5,0,0,0,0,0,CHO,Lipid,332.2562681,0.018457299,1,18901918,7265279,32017920,20709084,0,0,0,0,0,0,3215201,0,0,2622598,0,0
332.01291,14,8,9,0,1,0,0,0,CHO,ConHC,333.0201865,0.000680499,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763859,0
332.0173567,0,0,0,0,0,0,0,0,,None,333.0246331,0,1,0,0,0,0,0,0,0,0,8586632,0,2743899,0,0,0,5886036,0
332.03264,0,0,0,0,0,0,0,0,,None,333.0399165,0,0,0,0,0,0,5886897,0,0,0,0,0,0,0,0,0,0,0
332.0492867,15,12,8,0,1,0,0,0,CHO,ConHC,333.0565631,0.027221362,2,0,0,0,0,3000759,0,0,0,5107091,0,3493990,0,0,0,0,0
332.0537583,0,0,0,0,0,0,0,0,,None,333.0610348,0,2,0,0,0,0,4765625,0,0,0,14531988,3197013,13431911,2476246,0,0,5308510,0
332.06454,19,12,5,0,1,0,0,0,CHO,ConHC,333.0718165,0.035627812,2,0,0,0,0,2748349,0,3564240,2662183,0,0,0,0,0,0,0,0
332.069025,0,0,0,0,0,0,0,0,,None,333.0763015,0,1,0,0,0,0,7043007,6588529,7744210,7627049,0,0,0,0,0,0,0,0
332.0704329,12,16,10,0,1,0,0,0,CHO,Tannin,333.0777094,-0.023521478,1,8371310,0,10751704,5871542,3251647,0,3755731,0,13929881,0,10318957,0,11316110,12093750,16861282,0
332.08435,10,23,7,1,0,2,0,0,CHONS,Other,333.0916265,-0.099037854,1,0,0,0,0,0,3425399,2801880,3403055,0,0,0,0,0,0,0,0
332.0857017,16,16,7,0,1,0,0,0,CHO,Lignin,333.0929781,-0.061326561,2,3650673,0,3421916,0,3882949,2878584,3269336,2797872,11034015,3986525,12674162,2859229,0,4046138,2716774,0
332.08695,0,0,0,0,0,0,0,0,,None,333.0942265,0,1,0,0,0,0,0,0,0,0,0,0,2524786,0,0,0,0,0
332.0901444,0,0,0,0,0,0,0,0,,None,333.0974209,0,1,0,0,0,0,4949959,3900538,4170458,3933489,17026464,8528990,21091442,6486239,2752402,4829499,2654824,2390927
332.1009933,20,16,4,0,1,0,0,0,CHO,ConHC,333.1082698,-0.167994668,2,0,0,0,0,0,4678782,3772126,5693750,0,0,0,0,0,0,0,0
332.10541,0,0,0,0,0,0,0,0,,None,333.1126865,0,0,0,0,0,0,0,6953088,6478560,7213368,0,0,0,0,0,0,0,0
332.10686,13,20,9,0,1,0,0,0,CHO,Lignin,333.1141365,-0.148262036,1,0,0,0,0,0,0,0,0,0,0,3177593,0,0,0,0,0
332.11129,0,0,0,0,0,0,0,0,,None,333.1185665,0,1,0,0,0,0,0,0,0,0,0,3501156,8227962,0,0,0,0,0
332.122076,17,20,6,0,1,0,0,0,CHO,Lignin,333.1293525,-0.02778044,1,2865275,0,3079910,0,3064788,4649095,5788391,4683070,7337387,3320935,9200765,2942182,0,0,0,0
332.1264967,0,0,0,0,0,0,0,0,,None,333.1337731,0,1,0,0,0,0,0,0,0,0,3173804,2455144,4544639,0,0,0,0,0
332.13738,21,20,3,0,1,0,0,0,CHO,Lignin,333.1446565,-0.171459391,1,0,0,0,0,0,2720910,0,0,0,0,0,0,0,0,0,0
332.19934,0,0,0,0,0,0,0,0,,None,333.2066165,0,0,0,0,0,0,0,0,0,0,0,0,2750615,3067128,0,0,0,0
332.25239,17,36,5,0,1,0,0,0,CHO,Lipid,333.2596665,-0.112113717,0,3580059,2532584,5902088,4370406,0,0,0,0,0,0,0,0,0,0,0,0
332.98881,14,6,10,0,0,0,0,0,CHO,ConHC,333.9960865,0.029780948,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8098137,0
333.00404,18,6,7,0,0,0,0,0,CHO,ConHC,334.0113165,0.10802155,2,0,0,0,0,2967853,0,0,0,0,0,0,0,0,0,0,0
333.022,0,0,0,0,0,0,0,0,,None,334.0292765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3010914,0
333.0252018,15,10,9,0,0,0,0,0,CHO,ConHC,334.0324783,0.010846311,2,17395038,0,8579026,2860208,6011189,0,3562566,0,17882840,0,10495394,0,14740543,4044290,38173028,0
333.03822,0,0,0,0,0,0,0,0,,None,334.0454965,0,1,0,0,0,0,0,0,2718795,0,0,0,0,0,0,0,0,0
333.04049,19,10,6,0,0,0,0,0,CHO,ConHC,334.0477665,-0.085057536,1,0,0,0,0,16034107,3515922,8821836,4150958,0,0,0,0,0,0,0,0
333.05717,0,0,0,0,0,0,0,0,,None,334.0644465,0,1,0,0,0,0,0,0,0,0,2730723,0,0,0,0,0,0,0
333.059236,20,14,3,0,0,1,0,0,CHOS,ConHC,334.0665125,-0.441412636,3,13716838,0,14864346,0,5177667,0,3433555,0,0,0,0,0,0,0,3051372,0
333.0615964,16,14,8,0,0,0,0,0,CHO,Lignin,334.0688729,-0.016286103,1,30895462,9473442,26480602,14827706,15427907,2820123,9462868,3662519,22724324,7939420,25822638,5947840,12610629,17672714,19650924,8762914
333.06263,0,0,0,0,0,0,0,0,,None,334.0699065,0,0,3374439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333.06389,0,0,0,0,0,0,0,0,,None,334.0711665,0,2,3044711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333.0649833,13,18,8,0,0,1,0,0,CHOS,Lignin,334.0722598,-0.064523805,2,28953960,0,6604764,0,0,0,0,0,0,0,0,0,0,0,4438382,0
333.06594,0,0,0,0,0,0,0,0,,None,334.0732165,0,2,3628392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333.0744167,0,0,0,0,0,0,0,0,,None,334.0816931,0,4,0,0,0,0,0,5900833,2761817,5828284,0,0,0,0,0,0,0,0
333.0768525,20,14,5,0,0,0,0,0,CHO,ConHC,334.084129,-0.016184486,1,0,0,0,0,15759689,18999842,19278938,20095676,0,0,0,0,0,0,0,0
333.082725,13,18,10,0,0,0,0,0,CHO,Tannin,334.0900015,-0.01400578,2,0,4760999,6655969,5267647,0,0,0,0,2888427,0,7441844,0,3554377,6316558,3380594,3360294
333.092145,24,14,2,0,0,0,0,0,CHO,ConHC,334.0994215,-0.125032482,3,0,0,0,0,3280207,7166504,5882976,7518915,0,0,0,0,0,0,0,0
333.094745,0,0,0,0,0,0,0,0,,None,334.1020215,0,1,0,0,0,0,0,0,0,0,10170095,0,8046008,0,0,0,0,0
333.09572,0,0,0,0,0,0,0,0,,None,334.1029965,0,1,0,0,0,0,0,2789418,0,0,0,0,0,0,0,0,0,0
333.097983,17,18,7,0,0,0,0,0,CHO,Lignin,334.1052595,-0.019576555,1,21974384,10059178,20762596,12574915,14117201,14719531,18676834,16671429,135823088,30033254,99222968,23863752,7144524,16038417,12278134,8646184
333.101345,14,22,7,0,0,1,0,0,CHOS,Protein,334.1086215,0.00683616,1,70069616,0,8613861,0,0,0,0,0,0,0,0,0,0,0,0,0
333.10234,0,0,0,0,0,0,0,0,,None,334.1096165,0,2,6966641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333.10944,0,0,0,0,0,0,0,0,,None,334.1167165,0,1,0,0,0,0,0,2687024,0,0,0,0,0,0,0,0,0,0
333.11106,0,0,0,0,0,0,0,0,,None,334.1183365,0,1,0,0,0,0,0,3533360,0,0,0,0,0,0,0,0,0,0
333.11327,21,18,4,0,0,0,0,0,CHO,Lignin,334.1205465,-0.111937684,1,0,0,0,0,6093144,19864114,15141992,21529292,0,0,0,0,0,0,0,0
333.1191129,14,22,9,0,0,0,0,0,CHO,AminoSugar,334.1263893,-0.02100679,1,0,5469616,5304298,4585673,0,0,0,0,0,3149163,7792064,0,0,4427286,0,3136043
333.12613,0,0,0,0,0,0,0,0,,None,334.1334065,0,1,5940599,4127153,5896172,5120203,0,0,0,0,0,0,0,0,0,0,0,0
333.128475,25,18,1,0,0,0,0,0,CHO,ConHC,334.1357515,0.041100122,2,0,0,0,0,0,3528248,0,3412690,0,0,0,0,0,0,0,0
333.1343613,18,22,6,0,0,0,0,0,CHO,Lignin,334.1416377,0.002160521,1,0,0,2664430,0,3530080,9876026,9395312,12276436,0,4908399,8838597,4062672,0,0,0,0
333.14966,22,22,3,0,0,0,0,0,CHO,Lignin,334.1569365,-0.125373366,1,0,0,0,0,0,5753409,4581494,6243034,0,0,0,0,0,0,0,0
333.1918725,16,30,7,0,0,0,0,0,CHO,Protein,334.199149,0.013018645,1,0,0,0,4888796,0,0,0,0,0,3017086,4349400,4172254,0,0,0,0
333.20709,20,30,4,0,0,0,0,0,CHO,Lipid,334.2143665,0.128613621,1,0,0,0,0,0,0,0,0,0,2969986,3291612,2936289,0,0,0,0
333.99662,0,0,0,0,0,0,0,0,,None,335.0038965,0,0,0,0,0,0,0,0,0,0,10285082,0,2696922,0,0,0,13388390,0
334.01202,0,0,0,0,0,0,0,0,,None,335.0192965,0,1,0,0,0,0,4489910,0,0,0,0,0,0,0,0,0,0,0
334.0285534,14,10,9,0,1,0,0,0,CHO,ConHC,335.0358298,0.02071665,2,3151447,0,0,0,0,0,0,0,3177509,0,0,0,2617079,0,6632047,0
334.0330348,0,0,0,0,0,0,0,0,,None,335.0403112,0,1,0,0,0,0,0,0,0,0,26304550,0,21849830,0,6122744,0,14645872,0
334.0438,18,10,6,0,1,0,0,0,CHO,ConHC,335.0510765,0.049020944,2,0,0,0,0,3434178,0,0,0,0,0,0,0,0,0,0,0
334.0482725,0,0,0,0,0,0,0,0,,None,335.055549,0,1,0,0,0,0,10025668,3091393,4571602,3394624,0,0,0,0,0,0,0,0
334.06353,9,21,8,1,0,2,0,0,CHONS,Other,335.0708065,0.15390544,1,0,0,0,0,0,2569672,0,2894918,0,0,0,0,0,0,0,0
334.0649526,15,14,8,0,1,0,0,0,CHO,Lignin,335.0722291,-0.020377338,2,5097056,0,4990175,3077567,0,0,0,0,3392561,0,4877040,0,2714878,2930398,3878520,0
334.06831,12,18,8,0,1,1,0,0,CHOS,Lignin,335.0755865,0.019743366,2,4012641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334.0694129,0,0,0,0,0,0,0,0,,None,335.0766893,0,1,0,0,0,0,3121868,0,0,0,14573618,4009569,14579441,3410599,3135742,3347167,5460602,0
334.080245,19,14,5,0,1,0,0,0,CHO,ConHC,335.0875215,-0.128531137,2,0,0,0,0,2954960,3642319,4119007,3735117,0,0,0,0,0,0,0,0
334.0846825,0,0,0,0,0,0,0,0,,None,335.091959,0,1,0,0,0,0,6836946,7160785,7867873,7871567,0,0,0,0,0,0,0,0
334.09053,0,0,0,0,0,0,0,0,,None,335.0978065,0,1,0,0,0,0,0,0,0,0,0,0,4139768,0,0,0,0,0
334.09319,16,17,7,1,0,0,0,0,CHON,Lignin,335.1004665,0.105755508,2,0,0,0,0,0,0,0,0,2646074,0,0,0,0,0,0,0
334.09541,23,14,2,0,1,0,0,0,CHO,ConHC,335.1026865,0.143432213,2,0,0,0,0,0,3124182,0,0,0,0,0,0,0,0,0,0
334.0999633,0,0,0,0,0,0,0,0,,None,335.1072398,0,0,0,0,0,0,0,5296088,3333606,3719253,0,0,0,0,0,0,0,0
334.101347,16,18,7,0,1,0,0,0,CHO,Lignin,335.1086235,-0.046840275,1,4550249,0,3806440,0,2466009,0,3678695,2785365,23855164,5949033,17753852,4308654,0,2424037,0,0
334.10251,0,0,0,0,0,0,0,0,,None,335.1097865,0,1,0,0,0,0,0,0,0,0,2469949,0,2521852,0,0,0,0,0
334.1047,13,22,7,0,1,1,0,0,CHOS,Protein,335.1119765,0.006331675,1,10763882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334.1057971,0,0,0,0,0,0,0,0,,None,335.1130736,0,1,0,0,0,0,0,0,2566633,3166295,8652862,6286954,15103741,4502191,0,3257062,0,0
334.1166033,20,18,4,0,1,0,0,0,CHO,Lignin,335.1238798,-0.047433843,2,0,0,0,0,0,4679647,3188205,3636316,0,0,0,0,0,0,0,0
334.12107,0,0,0,0,0,0,0,0,,None,335.1283465,0,0,0,0,0,0,0,4418529,4225519,4882525,0,0,0,0,0,0,0,0
334.21491,0,0,0,0,0,0,0,0,,None,335.2221865,0,0,0,0,0,0,0,0,0,0,0,0,0,3238600,0,0,0,0
334.23611,0,0,0,0,0,0,0,0,,None,335.2433865,0,1,0,0,0,0,0,0,0,0,0,0,3564327,2681549,0,0,0,0
335.00446,14,8,10,0,0,0,0,0,CHO,ConHC,336.0117365,0.029793364,2,2890568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.019745,18,8,7,0,0,0,0,0,CHO,ConHC,336.0270215,-0.05611269,1,0,0,0,0,16211005,0,5906250,0,0,0,0,0,0,0,0,0
335.03279,0,0,0,0,0,0,0,0,,None,336.0400665,0,1,0,0,0,0,0,0,2491726,0,0,0,0,0,0,0,0,0
335.036485,0,0,0,0,0,0,0,0,,None,336.0437615,0,0,2647888,0,0,0,0,0,0,0,4962673,0,3246118,0,0,0,2853754,0
335.03759,0,0,0,0,0,0,0,0,,None,336.0448665,0,1,0,0,0,0,0,0,0,0,2945393,0,0,0,0,0,2616186,0
335.0408545,15,12,9,0,0,0,0,0,CHO,Lignin,336.0481309,0.003162269,2,57618256,4751203,24277464,8364730,6517829,0,3190610,0,22790514,0,11204647,0,7880111,4284330,35412860,0
335.04187,16,16,4,0,0,2,0,0,CHOS,Lignin,336.0491465,-0.434712843,2,5619537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.04278,0,0,0,0,0,0,0,0,,None,336.0500565,0,2,6883153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.04408,12,16,9,0,0,1,0,0,CHOS,Tannin,336.0513565,0.435456121,2,0,0,0,0,0,2553194,0,0,0,0,0,0,0,0,0,0
335.05249,0,0,0,0,0,0,0,0,,None,336.0597665,0,2,0,0,0,0,2465865,0,0,0,0,0,0,0,0,0,0,0
335.05369,23,12,1,0,0,1,0,0,CHOS,ConHC,336.0609665,-0.240342045,3,0,0,0,0,0,5371246,2690902,4517328,0,0,0,0,0,0,0,0
335.056125,19,12,6,0,0,0,0,0,CHO,ConHC,336.0634015,-0.039721909,1,0,0,0,0,20655178,7826799,14516055,10294736,0,0,0,0,0,0,0,0
335.071355,23,12,3,0,0,0,0,0,CHO,ConHC,336.0786315,0.038040562,2,0,0,0,0,4005969,5773686,5893981,6456791,0,0,0,0,0,0,0,0
335.072775,0,0,0,0,0,0,0,0,,None,336.0800515,0,1,0,0,0,0,0,0,0,0,2799997,0,2997298,0,0,0,0,0
335.07397,0,0,0,0,0,0,0,0,,None,336.0812465,0,1,0,0,0,0,0,0,0,0,0,0,3541042,0,0,0,0,0
335.074895,20,16,3,0,0,1,0,0,CHOS,Lignin,336.0821715,-0.465353396,3,0,0,0,0,0,3047799,0,3108312,0,0,0,0,0,0,0,0
335.0772408,16,16,8,0,0,0,0,0,CHO,Lignin,336.0845172,0.000758053,2,23678810,10624875,19706338,12927684,11811923,5336440,8683359,7382489,26427774,12904291,33073202,8184716,9104821,16976818,12209028,8318801
335.0806267,13,20,8,0,0,1,0,0,CHOS,AminoSugar,336.0879031,-0.04410973,2,224587616,3000172,17093090,0,0,0,0,0,0,0,0,0,0,0,0,0
335.09016,0,0,0,0,0,0,0,0,,None,336.0974365,0,3,0,0,0,0,0,7617918,3389797,5662174,0,0,0,0,0,0,0,0
335.092516,20,16,5,0,0,0,0,0,CHO,Lignin,336.0997925,-0.056063052,1,0,0,0,0,15653977,22371710,23138150,23598558,0,0,3910712,0,0,0,0,0
335.09706,0,0,0,0,0,0,0,0,,None,336.1043365,0,3,3774302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.0983769,13,20,10,0,0,0,0,0,CHO,Carb,336.1056533,-0.019259155,2,6711135,8775536,12407271,9614025,0,0,3235688,2976225,6644101,3071848,11540538,0,5096889,10730422,2500490,6991701
335.10472,0,0,0,0,0,0,0,0,,None,336.1119965,0,0,0,0,0,0,0,0,0,0,2590599,0,0,0,0,0,0,0
335.107775,24,16,2,0,0,0,0,0,CHO,ConHC,336.1150515,-0.064588241,2,0,0,0,0,3240031,8959365,6692716,7988709,0,0,0,0,0,0,0,0
335.10916,0,0,0,0,0,0,0,0,,None,336.1164365,0,0,0,0,0,0,0,0,0,0,0,0,3013693,0,0,0,0,0
335.1136261,17,20,7,0,0,0,0,0,CHO,Lignin,336.1209026,0.001260172,2,13066082,6328180,9822699,6703821,6192225,13716871,13258605,14824935,19870090,12912492,25454654,8813459,3324348,7996346,2771854,4866903
335.1288675,21,20,4,0,0,0,0,0,CHO,Lignin,336.136144,0.045111245,1,0,0,0,0,4530279,15424910,11558771,16397805,0,0,0,0,0,0,0,0
335.1500143,18,24,6,0,0,0,0,0,CHO,Lignin,336.1572908,-0.006692088,1,0,0,0,0,0,4387223,2601852,3952118,3818902,2840437,5003338,2567068,0,0,0,0
335.16529,22,24,3,0,0,0,0,0,CHO,Lignin,336.1725665,-0.064937423,1,0,0,0,0,0,3155358,3199873,2978300,0,0,0,0,0,0,0,0
335.17114,15,28,8,0,0,0,0,0,CHO,Protein,336.1784165,0.004190394,1,8222577,0,17887738,8198876,0,0,0,0,0,0,3581009,0,0,0,0,0
335.18639,19,28,5,0,0,0,0,0,CHO,Lignin,336.1936665,0.022434747,1,0,0,0,0,0,0,0,0,3268002,0,3541078,0,0,0,0,0
335.2075325,16,32,7,0,0,0,0,0,CHO,Protein,336.214809,-0.016611345,1,5087097,0,5622276,8104677,0,0,0,0,0,0,2946140,0,0,0,0,0
335.2228367,20,32,4,0,0,0,0,0,CHO,Lipid,336.2301131,-0.159468009,1,0,0,0,0,0,0,0,0,2985390,0,3882081,3646380,0,0,0,0
336.02299,17,8,7,0,1,0,0,0,CHO,ConHC,337.0302665,0.269953262,2,0,0,0,0,3027392,0,0,0,0,0,0,0,0,0,0,0
336.0276,0,0,0,0,0,0,0,0,,None,337.0348765,0,1,0,0,0,0,9883074,0,3155661,0,0,0,0,0,0,0,0,0
336.0442275,14,12,9,0,1,0,0,0,CHO,Lignin,337.051504,-0.050867538,2,9023557,0,3984088,0,0,0,0,0,3528379,0,0,0,0,0,6364291,0
336.0487033,22,11,1,1,0,1,0,0,CHONS,ConHC,337.0559798,0.459479125,2,0,0,0,0,0,0,0,0,16519868,0,7442791,0,0,0,7443588,0
336.0594633,18,12,6,0,1,0,0,0,CHO,ConHC,337.0667398,0.009361311,2,0,0,0,0,4415950,0,3299545,2687837,0,0,0,0,0,0,0,0
336.0639525,0,0,0,0,0,0,0,0,,None,337.071229,0,1,0,0,0,0,9768400,4243227,7467227,4958047,0,0,0,0,0,0,0,0
