Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,SAMPLE A,SAMPLE B,SAMPLE C,SAMPLE D
278.14788,15,22,4,0,1,0,0,0,CHO,Lignin,279.1551565,0.027101487,1,0,0,0,0
278.2251125,0,0,0,0,0,0,0,0,,None,279.232389,0,0,0,0,0,0
279.0146538,12,8,8,0,0,0,0,0,CHO,ConHC,280.0219303,-0.046677701,1,22209666,2652467,10355914,2947948
279.0299275,16,8,5,0,0,0,0,0,CHO,ConHC,280.037204,-0.109269695,1,0,0,0,0
279.05031,0,0,0,0,0,0,0,0,,None,280.0575865,0,0,4134035,0,2643162,0
279.0510312,13,12,7,0,0,0,0,0,CHO,Lignin,280.0583076,-0.017525743,1,44754068,7911747,22185178,10430332
279.05173,0,0,0,0,0,0,0,0,,None,280.0590065,0,1,4367508,0,0,0
279.06394,0,0,0,0,0,0,0,0,,None,280.0712165,0,1,0,0,0,0
279.066306,17,12,4,0,0,0,0,0,CHO,ConHC,280.0735825,-0.084239577,1,0,0,0,0
279.0721563,10,16,9,0,0,0,0,0,CHO,Carb,280.0794328,-0.002300704,1,3786909,6074700,8557797,6680453
279.08163,21,12,1,0,0,0,0,0,CHO,ConHC,280.0889065,-0.326537674,1,0,0,0,0
279.08518,0,0,0,0,0,0,0,0,,None,280.0924565,0,0,0,0,0,0
279.0874244,14,16,6,0,0,0,0,0,CHO,Lignin,280.0947009,-0.045080931,1,14415012,11192659,16549100,12568460
279.08927,0,0,0,0,0,0,0,0,,None,280.0965465,0,1,0,0,2930413,0
279.1027225,18,16,3,0,0,0,0,0,CHO,Lignin,280.109999,-0.194876942,1,0,0,0,0
279.10849,11,20,8,0,0,0,0,0,CHO,Carb,280.1157665,0.182609928,1,0,0,3754230,0
279.123815,15,20,5,0,0,0,0,0,CHO,Lignin,280.1310915,-0.063236037,1,0,0,3938557,0
279.13912,19,20,2,0,0,0,0,0,CHO,UnsatHC,280.1463965,-0.237663881,1,0,0,0,0
279.16018,16,24,4,0,0,0,0,0,CHO,Lipid,280.1674565,0.009965183,1,0,0,0,0
279.16354,13,28,4,0,0,1,0,0,CHOS,Protein,280.1708165,0.04857865,1,0,0,0,2549678
279.19658,17,28,3,0,0,0,0,0,CHO,Lipid,280.2038565,-0.041761666,1,0,0,0,0
279.2329563,18,32,2,0,0,0,0,0,CHO,Lipid,280.2402327,-0.00872637,1,17196264,20052370,21140784,17835982
280.01801,11,8,8,0,1,0,0,0,CHO,ConHC,281.0252865,-0.051224857,1,2997841,0,0,0
280.02247,0,0,0,0,0,0,0,0,,None,281.0297465,0,1,0,0,0,0
280.037724,0,0,0,0,0,0,0,0,,None,281.0450005,0,1,0,0,0,0
280.0543633,12,12,7,0,1,0,0,0,CHO,Lignin,281.0616398,0.063251202,1,6327906,0,3029680,2619196
280.058868,0,0,0,0,0,0,0,0,,None,281.0661445,0,1,0,0,0,0
280.06967,16,12,4,0,1,0,0,0,CHO,ConHC,281.0769465,-0.116535634,2,0,0,0,0
280.074152,0,0,0,0,0,0,0,0,,None,281.0814285,0,0,0,0,0,0
280.079945,0,0,0,0,0,0,0,0,,None,281.0872215,0,1,0,0,0,0
280.08941,0,0,0,0,0,0,0,0,,None,281.0966865,0,0,0,0,0,0
280.0907875,13,16,6,0,1,0,0,0,CHO,Lignin,281.098064,-0.074290373,1,0,0,0,0
280.0952375,0,0,0,0,0,0,0,0,,None,281.102514,0,1,0,0,0,0
280.105975,17,16,3,0,1,0,0,0,CHO,Lignin,281.1132515,0.169863284,1,0,0,0,0
280.11057,0,0,0,0,0,0,0,0,,None,281.1178465,0,0,0,0,0,0
280.2363157,17,32,2,0,1,0,0,0,CHO,Lipid,281.2435922,-0.02514534,0,3109557,3984201,3884805,2494861
280.9829875,0,0,0,0,0,0,0,0,,None,281.990264,0,1,0,0,0,0
281.009175,15,6,6,0,0,0,0,0,CHO,ConHC,282.0164515,-0.048017341,1,0,0,0,0
281.0303065,12,10,8,0,0,0,0,0,CHO,Tannin,282.037583,-0.05555671,1,25298976,2462370,9687157,3177197
281.03099,0,0,0,0,0,0,0,0,,None,282.0382665,0,1,2758688,0,0,0
281.03359,9,14,8,0,0,1,0,0,CHOS,Carb,282.0408665,0.254038788,1,2968097,0,0,0
281.04309,0,0,0,0,0,0,0,0,,None,282.0503665,0,2,0,0,0,0
281.0455833,16,10,5,0,0,0,0,0,CHO,ConHC,282.0528598,-0.128942899,1,0,0,0,0
281.05139,9,14,10,0,0,0,0,0,CHO,Other,282.0586665,0.107082404,1,0,0,0,0
281.06082,20,10,2,0,0,0,0,0,CHO,ConHC,282.0680965,-0.059920566,1,0,0,0,0
281.06438,0,0,0,0,0,0,0,0,,None,282.0716565,0,0,0,0,0,0
281.0666877,13,14,7,0,0,0,0,0,CHO,Lignin,282.0739642,-0.040393768,1,27945008,13724849,26306694,16157437
281.06739,0,0,0,0,0,0,0,0,,None,282.0746665,0,1,2969648,0,0,0
281.07961,0,0,0,0,0,0,0,0,,None,282.0868865,0,1,0,0,0,0
281.0819533,17,14,4,0,0,0,0,0,CHO,Lignin,282.0892298,-0.073956788,1,0,0,0,0
281.087105,0,0,0,0,0,0,0,0,,None,282.0943815,0,0,0,0,5310607,5638918
281.0878139,10,18,9,0,0,0,0,0,CHO,Carb,282.0950904,-0.029185326,1,26331194,45571260,56420496,53648132
281.08851,0,0,0,0,0,0,0,0,,None,282.0957865,0,0,0,0,4958352,0
281.0972433,21,14,1,0,0,0,0,0,CHO,ConHC,282.1045198,-0.194001547,1,0,0,0,0
281.1030738,14,18,6,0,0,0,0,0,CHO,Lignin,282.1103503,-0.042545883,1,8812608,6450369,8161430,7609101
281.1183367,18,18,3,0,0,0,0,0,CHO,Lignin,282.1256131,-0.066245126,1,0,0,0,0
281.139435,15,22,5,0,0,0,0,0,CHO,Lignin,282.1467115,0.043770916,1,3972177,0,0,0
281.17345,0,0,0,0,0,0,0,0,,None,282.1807265,0,0,0,0,0,8205100
281.1758467,16,26,4,0,0,0,0,0,CHO,Lipid,282.1831231,-0.048941788,1,0,0,0,0
281.2122,17,30,3,0,0,0,0,0,CHO,Lipid,282.2194765,0.065064326,1,0,0,0,0
281.2463267,0,0,0,0,0,0,0,0,,None,282.2536031,0,0,0,0,0,0
281.2486038,18,34,2,0,0,0,0,0,CHO,Lipid,282.2558802,0.000420611,1,14944386,23477504,18983130,25959244
282.017005,0,0,0,0,0,0,0,0,,None,283.0242815,0,0,0,0,0,0
282.03365,11,10,8,0,1,0,0,0,CHO,Tannin,283.0409265,-0.015302663,1,3087845,0,0,0
282.03811,0,0,0,0,0,0,0,0,,None,283.0453865,0,1,0,0,0,0
282.04899,15,10,5,0,1,0,0,0,CHO,ConHC,283.0562665,-0.311590276,1,0,0,0,0
282.0534167,0,0,0,0,0,0,0,0,,None,283.0606931,0,1,0,0,0,0
282.0686367,0,0,0,0,0,0,0,0,,None,283.0759131,0,0,0,0,0,0
282.07003,12,14,7,0,1,0,0,0,CHO,Lignin,283.0773065,0.00415088,1,3125750,0,4326995,0
282.074496,0,0,0,0,0,0,0,0,,None,283.0817725,0,1,0,0,0,0
282.0853533,16,14,4,0,1,0,0,0,CHO,Lignin,283.0926298,-0.233226183,1,0,0,0,0
282.0898033,0,0,0,0,0,0,0,0,,None,283.0970798,0,0,0,0,0,0
282.0911582,9,18,9,0,1,0,0,0,CHO,Carb,283.0984347,0.0081356,0,2499071,5197417,6521436,5897407
282.1064,13,18,6,0,1,0,0,0,CHO,Lignin,283.1136765,0.058920926,1,0,0,0,0
282.110855,0,0,0,0,0,0,0,0,,None,283.1181315,0,1,0,0,0,0
282.25196,17,34,2,0,1,0,0,0,CHO,Lipid,283.2592365,-0.004566418,0,3172935,4506286,3509926,4508934
282.98841,14,4,7,0,0,0,0,0,CHO,ConHC,283.9956865,0.056395997,1,0,0,0,0
283.00474,0,0,0,0,0,0,0,0,,None,284.0120165,0,1,0,0,4429821,0
283.0095375,11,8,9,0,0,0,0,0,CHO,ConHC,284.016814,0.062985074,1,7994266,0,3209215,0
283.01052,12,12,4,0,0,2,0,0,CHOS,Lignin,284.0177965,-0.338757927,1,0,0,2660351,0
283.0248317,15,8,6,0,0,0,0,0,CHO,ConHC,284.0321081,-0.070922076,1,0,0,0,0
283.0459531,12,12,8,0,0,0,0,0,CHO,Tannin,284.0532296,-0.042996214,1,19909546,5883903,16813070,7915103
283.05889,0,0,0,0,0,0,0,0,,None,284.0661665,0,1,0,0,0,0
283.0612044,16,12,5,0,0,0,0,0,CHO,ConHC,284.0684809,-0.026105059,1,0,0,0,0
283.0764525,20,12,2,0,0,0,0,0,CHO,ConHC,284.083729,0.00233213,1,0,0,0,0
283.08003,0,0,0,0,0,0,0,0,,None,284.0873065,0,0,0,0,0,0
283.082329,13,16,7,0,0,0,0,0,CHO,Lignin,284.0896055,-0.009279044,1,17451962,13598734,21670944,15797871
283.0976067,17,16,4,0,0,0,0,0,CHO,Lignin,284.1048831,-0.084938866,1,0,0,0,0
283.11282,21,16,1,0,0,0,0,0,CHO,ConHC,284.1200965,0.065707496,1,0,0,0,0
283.118738,14,20,6,0,0,0,0,0,CHO,Lignin,284.1260145,-0.091833477,1,3808203,3433502,3899440,2760319
283.1340233,18,20,3,0,0,0,0,0,CHO,Lignin,284.1412998,-0.194593019,1,0,0,0,0
283.15267,0,0,0,0,0,0,0,0,,None,284.1599465,0,1,0,0,2769471,9772686
283.15507,15,24,5,0,0,0,0,0,CHO,Protein,284.1623465,0.096473091,1,0,0,0,0
283.191476,16,28,4,0,0,0,0,0,CHO,Lipid,284.1987525,0.024350283,1,0,0,2636369,0
283.22789,17,32,3,0,0,0,0,0,CHO,Lipid,284.2351665,-0.075899757,1,0,0,0,0
283.26195,0,0,0,0,0,0,0,0,,None,284.2692265,0,0,0,0,0,0
283.2642538,18,36,2,0,0,0,0,0,CHO,Lipid,284.2715302,0.000643469,1,6304780,13815899,11242610,17628862
283.26501,0,0,0,0,0,0,0,0,,None,284.2722865,0,0,0,0,0,0
283.9962567,0,0,0,0,0,0,0,0,,None,285.0035331,0,0,0,0,0,0
284.02816,14,8,6,0,1,0,0,0,CHO,ConHC,285.0354365,0.022314138,2,0,0,0,0
284.03263,0,0,0,0,0,0,0,0,,None,285.0399065,0,1,0,0,0,0
284.04935,11,12,8,0,1,0,0,0,CHO,Tannin,285.0566265,-0.190372982,1,2855271,0,0,0
284.0537733,0,0,0,0,0,0,0,0,,None,285.0610498,0,1,0,0,0,0
284.06457,15,12,5,0,1,0,0,0,CHO,ConHC,285.0718465,-0.063609859,2,0,0,0,0
284.069035,0,0,0,0,0,0,0,0,,None,285.0763115,0,1,0,0,0,0
284.0799,19,12,2,0,1,0,0,0,CHO,ConHC,285.0871765,-0.322707184,0,0,0,0,0
284.084365,0,0,0,0,0,0,0,0,,None,285.0916415,0,0,0,0,0,0
284.085708,12,16,7,0,1,0,0,0,CHO,Lignin,285.0929845,-0.093866849,1,2946423,0,3247588,0
284.090156,0,0,0,0,0,0,0,0,,None,285.0974325,0,1,0,0,0,0
284.1009833,16,16,4,0,1,0,0,0,CHO,Lignin,285.1082598,-0.161203374,2,0,0,0,0
284.1054033,0,0,0,0,0,0,0,0,,None,285.1126798,0,0,0,0,0,0
284.267605,17,36,2,0,1,0,0,0,CHO,Lipid,285.2748815,0.013217848,0,0,2839041,0,3916911
284.92349,0,0,0,0,0,0,0,0,,None,285.9307665,0,0,4350695,0,0,0
285.001575,18,6,2,0,0,1,0,0,CHOS,ConHC,286.0088515,-0.004685449,1,0,0,0,0
285.0040957,14,6,7,0,0,0,0,0,CHO,ConHC,286.0113722,-0.068597202,1,0,0,0,0
285.02515,11,10,9,0,0,0,0,0,CHO,Tannin,286.0324265,0.193869697,2,2444051,0,0,0
285.0404691,15,10,6,0,0,0,0,0,CHO,ConHC,286.0477455,-0.026091029,1,2904858,0,5019535,0
285.05577,19,10,3,0,0,0,0,0,CHO,ConHC,286.0630465,-0.182755447,1,0,0,0,0
285.059285,0,0,0,0,0,0,0,0,,None,286.0665615,0,2,0,0,0,0
285.0616034,12,14,8,0,0,0,0,0,CHO,Tannin,286.0688798,-0.043363563,1,13352739,10103627,17026968,11432386
285.07103,0,0,0,0,0,0,0,0,,None,286.0783065,0,3,0,0,0,0
285.0744667,0,0,0,0,0,0,0,0,,None,286.0817431,0,2,0,0,0,0
285.0768621,16,14,5,0,0,0,0,0,CHO,Lignin,286.0841386,-0.052606332,1,4196138,2668881,4647839,3751369
285.082705,9,18,10,0,0,0,0,0,CHO,Other,286.0899815,0.053591251,1,0,0,0,0
285.0921233,20,14,2,0,0,0,0,0,CHO,ConHC,286.0993998,-0.070278419,1,0,0,0,0
285.0979763,13,18,7,0,0,0,0,0,CHO,Lignin,286.1052527,0.000653775,1,8673075,9927514,14913448,9730514
285.1092,0,0,0,0,0,0,0,0,,None,286.1164765,0,1,2729784,0,2500525,0
285.1132557,17,18,4,0,0,0,0,0,CHO,Lignin,286.1205322,-0.080787511,1,0,0,0,0
285.12848,21,18,1,0,0,0,0,0,CHO,UnsatHC,286.1357565,0.030520548,1,0,0,0,0
285.1343775,14,22,6,0,0,0,0,0,CHO,Protein,286.141654,-0.054267108,1,2841411,0,3305400,0
285.14967,18,22,3,0,0,0,0,0,CHO,Lignin,286.1569465,-0.181349363,1,0,0,0,0
285.1707333,15,26,5,0,0,0,0,0,CHO,Protein,286.1780098,0.049426882,1,0,0,0,0
285.2071425,16,30,4,0,0,0,0,0,CHO,Lipid,286.214419,-0.033245984,1,6240099,3885959,10301400,4356609
285.243495,17,34,3,0,0,0,0,0,CHO,Lipid,286.2507715,0.082063779,1,0,0,0,0
286.00735,13,6,7,0,1,0,0,0,CHO,ConHC,287.0146265,0.281930649,2,0,0,0,0
286.012005,0,0,0,0,0,0,0,0,,None,287.0192815,0,0,0,0,0,0
286.0439,14,10,6,0,1,0,0,0,CHO,ConHC,287.0511765,-0.291151846,1,0,0,0,0
286.0483171,0,0,0,0,0,0,0,0,,None,287.0555936,0,1,0,0,0,0
286.06362,0,0,0,0,0,0,0,0,,None,287.0708965,0,0,0,0,0,0
286.06496,11,14,8,0,1,0,0,0,CHO,Tannin,287.0722365,-0.049474934,1,0,0,0,0
286.069424,0,0,0,0,0,0,0,0,,None,287.0767005,0,1,0,0,0,0
286.080194,15,14,5,0,1,0,0,0,CHO,Lignin,287.0874705,0.0276251,2,0,0,0,0
286.08229,0,0,0,0,0,0,0,0,,None,287.0895665,0,1,0,0,0,0
286.084685,0,0,0,0,0,0,0,0,,None,287.0919615,0,1,0,0,0,0
286.09537,19,14,2,0,1,0,0,0,CHO,ConHC,287.1026465,0.306735312,1,0,0,0,0
286.0999567,0,0,0,0,0,0,0,0,,None,287.1072331,0,0,0,0,0,0
286.101315,12,18,7,0,1,0,0,0,CHO,Lignin,287.1085915,0.056784856,1,0,0,2868067,0
286.105785,0,0,0,0,0,0,0,0,,None,287.1130615,0,1,0,0,0,0
286.11666,16,18,4,0,1,0,0,0,CHO,Lignin,287.1239365,-0.2527232,1,0,0,0,0
286.166,14,25,5,1,0,0,0,0,CHON,Protein,287.1732765,-0.012357278,1,6734082,0,6685056,0
286.21499,0,0,0,0,0,0,0,0,,None,287.2222665,0,0,0,0,0,0
286.98338,13,4,8,0,0,0,0,0,CHO,ConHC,287.9906565,-0.136676934,1,0,0,0,0
287.0197455,14,8,7,0,0,0,0,0,CHO,ConHC,288.0270219,-0.067100678,1,4250224,0,0,0
287.023095,11,12,7,0,0,1,0,0,CHOS,Lignin,288.0303715,0.006815323,1,12845682,0,8329975,0
287.03502,18,8,4,0,0,0,0,0,CHO,ConHC,288.0422965,-0.130958822,1,0,0,0,0
287.04421,8,16,9,0,0,1,0,0,CHOS,Other,288.0514865,0.056710764,1,4868731,0,0,0
287.05387,0,0,0,0,0,0,0,0,,None,288.0611465,0,1,0,2906234,4567812,5134604
287.0561275,15,12,6,0,0,0,0,0,CHO,Lignin,288.063404,-0.055149595,1,8379008,4560507,8061701,4344077
287.07139,19,12,3,0,0,0,0,0,CHO,ConHC,288.0786665,-0.077115672,1,0,0,0,0
287.0749,0,0,0,0,0,0,0,0,,None,288.0821765,0,1,0,0,0,0
287.07649,0,0,0,0,0,0,0,0,,None,288.0837665,0,0,0,0,3326734,0
287.0772551,12,16,8,0,0,0,0,0,CHO,Tannin,288.0845316,-0.048885466,1,9323145,27305604,31068942,29697302
287.08681,0,0,0,0,0,0,0,0,,None,288.0940865,0,0,0,0,0,0
287.08799,0,0,0,0,0,0,0,0,,None,288.0952665,0,0,0,0,0,0
287.08996,0,0,0,0,0,0,0,0,,None,288.0972365,0,1,0,0,0,0
287.0925179,16,16,5,0,0,0,0,0,CHO,Lignin,288.0997943,-0.071849836,1,5624463,3199626,5362453,4546844
287.09339,0,0,0,0,0,0,0,0,,None,288.1006665,0,1,0,0,0,0
287.10775,20,16,2,0,0,0,0,0,CHO,UnsatHC,288.1150265,0.011422243,1,0,0,0,0
287.1136133,13,20,7,0,0,0,0,0,CHO,Protein,288.1208898,0.045801909,1,2917016,3563154,4208414,2556197
287.1289425,17,20,4,0,0,0,0,0,CHO,Lignin,288.136219,-0.207667332,1,0,0,0,0
287.150014,14,24,6,0,0,0,0,0,CHO,Protein,288.1572905,-0.006815306,1,19321512,3007137,21279534,4315444
287.222795,16,32,4,0,0,0,0,0,CHO,Lipid,288.2300715,-0.041464376,1,2461895,0,3371853,0
288.02319,13,8,7,0,1,0,0,0,CHO,ConHC,289.0304665,-0.377183697,1,0,0,0,0
288.02758,0,0,0,0,0,0,0,0,,None,289.0348565,0,1,0,0,0,0
288.04284,0,0,0,0,0,0,0,0,,None,289.0501165,0,0,0,0,0,0
288.05948,14,12,6,0,1,0,0,0,CHO,Lignin,289.0667565,-0.046741037,2,0,0,0,0
288.063956,0,0,0,0,0,0,0,0,,None,289.0712325,0,1,0,0,0,0
288.07471,18,12,3,0,1,0,0,0,CHO,ConHC,289.0819865,0.043663807,1,0,0,0,0
288.0792075,0,0,0,0,0,0,0,0,,None,289.086484,0,0,0,0,0,0
288.0805971,11,16,8,0,1,0,0,0,CHO,Tannin,289.0878736,-0.004433037,0,0,3280919,3909824,4456119
288.0850756,0,0,0,0,0,0,0,0,,None,289.0923521,0,1,0,0,0,0
288.095868,15,16,5,0,1,0,0,0,CHO,Lignin,289.1031445,-0.055360796,1,0,0,0,0
288.100348,0,0,0,0,0,0,0,0,,None,289.1076245,0,1,0,0,0,0
288.11563,0,0,0,0,0,0,0,0,,None,289.1229065,0,0,0,0,0,0
288.15332,13,24,6,0,1,0,0,0,CHO,Protein,289.1605965,0.162103414,0,2929745,0,3311840,0
288.9989942,13,6,8,0,0,0,0,0,CHO,ConHC,290.0062706,-0.011887605,1,4730291,0,2696777,0
289.0354005,14,10,7,0,0,0,0,0,CHO,ConHC,290.042677,-0.083750365,1,13383106,2870674,8748633,3435584
289.03639,0,0,0,0,0,0,0,0,,None,290.0436665,0,0,0,0,0,0
289.038754,11,14,7,0,0,1,0,0,CHOS,Lignin,290.0460305,-0.024040253,1,45495748,0,9852506,0
289.04822,0,0,0,0,0,0,0,0,,None,290.0554965,0,1,0,0,0,0
289.0506575,18,10,4,0,0,0,0,0,CHO,ConHC,290.057934,-0.086732604,1,0,0,0,0
289.05104,0,0,0,0,0,0,0,0,,None,290.0583165,0,0,0,0,0,2484294
289.054065,15,14,4,0,0,1,0,0,CHOS,Lignin,290.0613415,-0.213193112,1,0,0,7278177,0
289.0565186,11,14,9,0,0,0,0,0,CHO,Tannin,290.063795,-0.044783282,1,3560907,3134874,3932770,2828360
289.06587,22,10,1,0,0,0,0,0,CHO,ConHC,290.0731465,0.063695038,2,0,0,0,0
289.06729,0,0,0,0,0,0,0,0,,None,290.0745665,0,0,0,0,0,0
289.069375,19,14,1,0,0,1,0,0,CHOS,ConHC,290.0766515,-0.398878639,2,0,0,0,0
289.0717763,15,14,6,0,0,0,0,0,CHO,Lignin,290.0790528,-0.050322076,1,11789777,7639456,13166184,9736270
289.08467,0,0,0,0,0,0,0,0,,None,290.0919465,0,1,0,0,0,0
289.087045,19,14,3,0,0,0,0,0,CHO,ConHC,290.0943215,-0.093594317,1,0,0,0,0
289.0884,0,0,0,0,0,0,0,0,,None,290.0956765,0,0,0,0,0,0
289.0928973,12,18,8,0,0,0,0,0,CHO,AminoSugar,290.1001737,-0.021308194,1,4209114,9773480,11183729,10094679
289.1081709,16,18,5,0,0,0,0,0,CHO,Lignin,290.1154474,-0.08164912,1,4591073,0,3823224,0
289.12345,20,18,2,0,0,0,0,0,CHO,UnsatHC,290.1307265,-0.160771941,1,0,0,0,0
289.12924,13,22,7,0,0,0,0,0,CHO,Protein,290.1365165,0.126126902,1,2775017,0,0,0
289.14454,17,22,4,0,0,0,0,0,CHO,Lignin,290.1518165,-0.025063707,1,0,0,0,0
289.1656667,14,26,6,0,0,0,0,0,CHO,Protein,290.1729431,-0.015736638,1,5177849,0,9305744,5431413
289.180965,18,26,3,0,0,0,0,0,CHO,Lignin,290.1882415,-0.161157391,1,0,0,0,0
289.230186,0,0,0,0,0,0,0,0,,None,290.2374625,0,1,0,0,2573996,0
290.0068141,0,0,0,0,0,0,0,0,,None,291.0140906,0,0,0,0,0,0
290.0420833,10,14,7,0,1,1,0,0,CHOS,Lignin,291.0493598,0.063671972,0,5506915,0,0,0
290.043195,0,0,0,0,0,0,0,0,,None,291.0504715,0,1,0,0,0,0
290.058506,0,0,0,0,0,0,0,0,,None,291.0657825,0,0,0,0,0,0
290.06432,0,0,0,0,0,0,0,0,,None,291.0715965,0,1,0,0,0,0
290.07511,14,14,6,0,1,0,0,0,CHO,Lignin,291.0823865,0.022512252,1,0,0,0,0
290.0796175,0,0,0,0,0,0,0,0,,None,291.086894,0,1,0,0,0,0
290.0881335,11,17,8,1,0,0,0,0,CHON,Carb,291.09541,0.022423874,1,3272566,0,3985430,0
290.0904033,18,14,3,0,1,0,0,0,CHO,ConHC,291.0976798,-0.105279827,1,0,0,0,0
290.09486,0,0,0,0,0,0,0,0,,None,291.1021365,0,0,0,0,0,0
290.10069,0,0,0,0,0,0,0,0,,None,291.1079665,0,1,0,0,0,0
290.10334,15,17,5,1,0,0,0,0,CHON,Lignin,291.1106165,0.193034939,1,0,0,0,0
290.1115633,15,18,5,0,1,0,0,0,CHO,Lignin,291.1188398,-0.210478008,1,0,0,0,0
290.11596,0,0,0,0,0,0,0,0,,None,291.1232365,0,1,0,0,0,0
290.2335333,0,0,0,0,0,0,0,0,,None,291.2408098,0,0,0,0,0,0
290.94043,0,0,0,0,0,0,0,0,,None,291.9477065,0,0,0,0,7678331,0
290.99385,0,0,0,0,0,0,0,0,,None,292.0011265,0,1,2571496,0,0,0
291.0146586,13,8,8,0,0,0,0,0,CHO,ConHC,292.0219351,-0.061205265,1,29194480,4273301,17709466,5245794
291.01541,14,12,3,0,0,2,0,0,CHOS,Lignin,292.0226865,0.33957848,2,2660593,0,0,0
291.0298933,17,8,5,0,0,0,0,0,CHO,ConHC,292.0371698,0.012214495,1,0,0,0,0
291.03337,14,12,5,0,0,1,0,0,CHOS,Lignin,292.0406465,-0.350229262,1,0,0,3083681,0
291.04859,18,12,2,0,0,1,0,0,CHOS,ConHC,292.0558665,-0.226489133,1,0,0,0,0
291.0510344,14,12,7,0,0,0,0,0,CHO,Lignin,292.0583109,-0.027954966,1,25180416,6159523,14387624,7293809
291.054405,11,16,7,0,0,1,0,0,CHOS,Lignin,292.0616815,-0.027078458,1,33839360,0,8421802,0
291.06387,0,0,0,0,0,0,0,0,,None,292.0711465,0,1,0,0,0,0
291.0663125,18,12,4,0,0,0,0,0,CHO,ConHC,292.073589,-0.103033212,1,0,0,0,0
291.0721561,11,16,9,0,0,0,0,0,CHO,Tannin,292.0794326,-0.001555673,1,3830024,6530219,8882609,5780345
291.0791675,0,0,0,0,0,0,0,0,,None,292.086444,0,1,11188491,10386606,11995572,11230076
291.0815433,22,12,1,0,0,0,0,0,CHO,ConHC,292.0888198,-0.016409095,2,0,0,0,0
291.08497,19,16,1,0,0,1,0,0,CHOS,UnsatHC,292.0922465,-0.207609687,1,0,0,0,0
291.0874205,15,16,6,0,0,0,0,0,CHO,Lignin,292.0946969,-0.029748674,1,9380110,8496305,11569591,8936319
291.0884267,0,0,0,0,0,0,0,0,,None,292.0957031,0,0,2978575,0,5099960,2985343
291.102695,19,16,3,0,0,0,0,0,CHO,Lignin,292.1099715,-0.092728707,1,0,0,0,0
291.1085267,12,20,8,0,0,0,0,0,CHO,AminoSugar,292.1158031,0.049587366,1,0,3883193,4027840,0
291.1238129,16,20,5,0,0,0,0,0,CHO,Lignin,292.1310893,-0.053303203,1,0,0,0,0
291.13909,20,20,2,0,0,0,0,0,CHO,UnsatHC,292.1463665,-0.125213538,1,0,0,0,0
291.15774,0,0,0,0,0,0,0,0,,None,292.1650165,0,0,0,0,0,0
291.16018,17,24,4,0,0,0,0,0,CHO,Lignin,292.1674565,0.00955589,1,0,0,0,0
291.196575,18,28,3,0,0,0,0,0,CHO,Lipid,292.2038515,-0.02293529,1,0,0,0,0
291.19996,15,32,3,0,0,1,0,0,CHOS,Lipid,292.2072365,-0.071467703,1,0,0,0,2567084
292.0179967,12,8,8,0,1,0,0,0,CHO,ConHC,293.0252731,-0.003624761,1,4303494,0,2592056,0
292.0224833,0,0,0,0,0,0,0,0,,None,293.0297598,0,1,0,0,0,0
292.03775,0,0,0,0,0,0,0,0,,None,293.0450265,0,0,0,0,0,0
292.0543933,13,12,7,0,1,0,0,0,CHO,Lignin,293.0616698,-0.041706284,1,3745429,0,0,0
292.05775,10,16,7,0,1,1,0,0,CHOS,Lignin,293.0650265,0.006582908,0,3838614,0,0,0
292.058845,0,0,0,0,0,0,0,0,,None,293.0661215,0,1,0,0,0,0
292.0696975,17,12,4,0,1,0,0,0,CHO,ConHC,293.076974,-0.20559609,1,0,0,0,0
292.074145,0,0,0,0,0,0,0,0,,None,293.0814215,0,0,0,0,0,0
292.07996,0,0,0,0,0,0,0,0,,None,293.0872365,0,1,0,0,0,0
292.082605,14,15,6,1,0,0,0,0,CHON,Lignin,293.0898815,0.190222944,1,0,0,2580307,0
292.090818,14,16,6,0,1,0,0,0,CHO,Lignin,293.0980945,-0.175309499,1,0,0,0,0
292.095225,0,0,0,0,0,0,0,0,,None,293.1025015,0,1,0,0,0,0
292.106115,18,16,3,0,1,0,0,0,CHO,Lignin,293.1133915,-0.31472182,0,0,0,0,0
292.1105367,0,0,0,0,0,0,0,0,,None,293.1178131,0,0,0,0,0,0
292.127155,15,20,5,0,1,0,0,0,CHO,Lignin,293.1344315,-0.009813177,1,0,0,0,0
292.1635375,16,24,4,0,1,0,0,0,CHO,Lignin,293.170814,0.000442473,1,0,0,0,0
292.8914433,0,0,0,0,0,0,0,0,,None,293.8987198,0,0,2477027,0,13819037,10045003
292.99392,12,6,9,0,0,0,0,0,CHO,ConHC,294.0011965,-0.049916055,1,4901900,0,0,0
293.0094367,0,0,0,0,0,0,0,0,,None,294.0167131,0,2,3315730,0,3968205,0
293.02582,0,0,0,0,0,0,0,0,,None,294.0330965,0,0,0,0,0,0
293.02707,0,0,0,0,0,0,0,0,,None,294.0343465,0,1,2694169,0,0,0
293.02783,17,10,3,0,0,1,0,0,CHOS,ConHC,294.0351065,-0.141444267,1,0,0,0,0
293.0302933,13,10,8,0,0,0,0,0,CHO,ConHC,294.0375698,-0.008397158,1,58244120,4278163,18951382,6798978
293.03107,14,14,3,0,0,2,0,0,CHOS,Lignin,294.0383465,0.303459807,2,5082138,0,0,0
293.03348,0,0,0,0,0,0,0,0,,None,294.0407565,0,0,0,0,0,0
