,A,B,C,D,E,F
233,Phenylpropanoids,Monolignols,Others,C10452  Estragole,C10452,C10H12O
234,Phenylpropanoids,Monolignols,Others,C10453  Eugenol,C10453,C10H12O2
235,Phenylpropanoids,Monolignols,Others,C10480  Myristicin,C10480,C11H12O3
236,Phenylpropanoids,Coumarins,Furanocoumarins,C09053  Alloimperatorin,C09053,C16H14O4
237,Phenylpropanoids,Coumarins,Furanocoumarins,C09060  Angelicin,C09060,C11H6O3
238,Phenylpropanoids,Coumarins,Furanocoumarins,C09116  Archangelicin,C09116,C24H26O7
239,Phenylpropanoids,Coumarins,Furanocoumarins,C09123  Athamantin,C09123,C24H30O7
240,Phenylpropanoids,Coumarins,Furanocoumarins,C00758  Bergaptol,C00758,C11H6O4
241,Phenylpropanoids,Coumarins,Furanocoumarins,C01557  Bergapten,C01557,C12H8O4
242,Phenylpropanoids,Coumarins,Furanocoumarins,C09141  Byakangelicin,C09141,C17H18O7
243,Phenylpropanoids,Coumarins,Furanocoumarins,C09165  Chalepensin,C09165,C16H14O3
244,Phenylpropanoids,Coumarins,Furanocoumarins,C09210  (R)-Columbianetin,C09210,C14H14O4
245,Phenylpropanoids,Coumarins,Furanocoumarins,C09257  Decuroside III,C09257,C26H34O14
246,Phenylpropanoids,Coumarins,Furanocoumarins,C09267  Heliettin,C09267,C19H22O4
247,Phenylpropanoids,Coumarins,Furanocoumarins,C09269  Imperatorin,C09269,C16H14O4
248,Phenylpropanoids,Coumarins,Furanocoumarins,C02162  Isopimpinellin,C02162,C13H10O5
249,Phenylpropanoids,Coumarins,Furanocoumarins,C09272  Libanorin,C09272,C19H20O5
250,Phenylpropanoids,Coumarins,Furanocoumarins,C09276  Marmesin,C09276,C14H14O4
251,Phenylpropanoids,Coumarins,Furanocoumarins,C09278  Nodakenetin,C09278,C14H14O4
252,Phenylpropanoids,Coumarins,Furanocoumarins,C09279  Nodakenin,C09279,C20H24O9
253,Phenylpropanoids,Coumarins,Furanocoumarins,C09282  Oxypeucedanin,C09282,C16H14O5
254,Phenylpropanoids,Coumarins,Furanocoumarins,C09283  Peucedanin,C09283,C15H14O4
255,Phenylpropanoids,Coumarins,Furanocoumarins,C09284  Peucenidin,C09284,C21H22O7
256,Phenylpropanoids,Coumarins,Furanocoumarins,C09285  Pimpinellin,C09285,C13H10O5
257,Phenylpropanoids,Coumarins,Furanocoumarins,C09305  Psoralen,C09305,C11H6O3
258,Phenylpropanoids,Coumarins,Furanocoumarins,C09308  Rutamarin,C09308,C21H24O5
259,Phenylpropanoids,Coumarins,Furanocoumarins,C09309  Rutarin,C09309,C20H24O10
260,Phenylpropanoids,Coumarins,Furanocoumarins,C09314  Trioxsalen,C09314,C14H12O3
261,Phenylpropanoids,Coumarins,Furanocoumarins,C00841  Xanthotoxol,C00841,C11H6O4
262,Phenylpropanoids,Coumarins,Furanocoumarins,C01864  Xanthotoxin,C01864,C12H8O4
263,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10248  Blestriarene B,C10248,C30H24O6
264,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10249  Canaliculatol,C10249,C42H32O9
265,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10252  Copalliferol B,C10252,C42H32O9
266,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10260  Gnetin A,C10260,C28H22O6
267,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10270  Marchantin A,C10270,C28H24O5
268,Shikimate / acetate-malonate pathway derived compounds,Stilbenoids,"Stilbenoid dimers, stilbenoid oligomers and bis(bibenzyl)s",C10289  epsilon-Viniferin,C10289,C28H22O6
269,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10462  [6]-Gingerol,C10462,C17H26O4
270,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C17495  [8]-Gingerol,C17495,C19H30O4
271,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10482  6-Paradol,C10482,C17H26O3
272,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C10494  [6]-Shogaol,C10494,C17H24O3
273,Shikimate / acetate-malonate pathway derived compounds,Others,Zingiber derived compounds,C17497  Zingerone,C17497,C11H14O3
274,Terpenoids,Monoterpenoids (C10),Others,C09845  Cinerin I,C09845,C20H28O3
275,Terpenoids,Monoterpenoids (C10),Others,C09846  Cinerin II,C09846,C21H28O5
276,Terpenoids,Monoterpenoids (C10),Others,C09842  Chrysanthemic acid,C09842,C10H16O2
277,Terpenoids,Monoterpenoids (C10),Others,C07594  Pyrethrin I,C07594,C21H28O3
278,Terpenoids,Monoterpenoids (C10),Others,C09894  Pyrethrin II,C09894,C22H28O5
279,Terpenoids,Sesquiterpenoids (C15),Others,C09059  Alectrol,C09059,C21H24O7
280,Terpenoids,Sesquiterpenoids (C15),Others,C09294  Anisatin,C09294,C15H20O8
281,Terpenoids,Sesquiterpenoids (C15),Others,C09295  Arbusculin A,C09295,C15H22O3
282,Terpenoids,Sesquiterpenoids (C15),Others,C09538  Artemisinin,C09538,C15H22O5
283,Terpenoids,Sesquiterpenoids (C15),Others,C09345  Artemorin,C09345,C15H20O3
284,Terpenoids,Sesquiterpenoids (C15),Others,C20181  Avermitilol,C20181,C15H26O
285,Terpenoids,Sesquiterpenoids (C15),Others,C09350  Bakkenolide A,C09350,C15H22O2
286,Terpenoids,Sesquiterpenoids (C15),Others,C19740  (+)-alpha-Barbatene,C19740,C15H24
287,Terpenoids,Sesquiterpenoids (C15),Others,C09628  Carotol,C09628,C15H26O
288,Terpenoids,Sesquiterpenoids (C15),Others,C09632  Centarol,C09632,C15H26O2
289,Terpenoids,Sesquiterpenoids (C15),Others,C09633  Chamazulene,C09633,C14H16
290,Terpenoids,Sesquiterpenoids (C15),Others,C09635  alpha-Chamigrene,C09635,C15H24
291,Terpenoids,Sesquiterpenoids (C15),Others,C09637  beta-Chamigrene,C09637,C15H24
292,Terpenoids,Sesquiterpenoids (C15),Others,C09638  Cinnamodial,C09638,C17H24O5
293,Terpenoids,Sesquiterpenoids (C15),Others,C09374  Confertiflorin,C09374,C17H22O5
294,Terpenoids,Sesquiterpenoids (C15),Others,C09376  Confertifolin,C09376,C15H22O2
295,Terpenoids,Sesquiterpenoids (C15),Others,C09639  alpha-Copaene,C09639,C15H24
296,Terpenoids,Sesquiterpenoids (C15),Others,C09645  Cuauhtemone,C09645,C15H24O3
297,Terpenoids,Sesquiterpenoids (C15),Others,C09647  alpha-Cubebene,C09647,C15H24
298,Terpenoids,Sesquiterpenoids (C15),Others,C09648  beta-Cubebene,C09648,C15H24
299,Terpenoids,Sesquiterpenoids (C15),Others,C09649  alpha-Curcumene,C09649,C15H22
300,Terpenoids,Sesquiterpenoids (C15),Others,C20179  gamma-Curcumene,C20179,C15H24
301,Terpenoids,Sesquiterpenoids (C15),Others,C09652  Daucol,C09652,C15H26O2
302,Terpenoids,Sesquiterpenoids (C15),Others,C09653  Debneyol,C09653,C15H26O2
303,Terpenoids,Sesquiterpenoids (C15),Others,C09658  Dehydromyodesmone,C09658,C15H18O2
304,Terpenoids,Sesquiterpenoids (C15),Others,C09673  Glutinosone,C09673,C14H20O2
305,Terpenoids,Sesquiterpenoids (C15),Others,C19734  (-)-alpha-Gurjunene,C19734,C15H24
306,Terpenoids,Sesquiterpenoids (C15),Others,C09677  Helminthosporal,C09677,C15H22O2
307,Terpenoids,Sesquiterpenoids (C15),Others,C09678  Helminthosporol,C09678,C15H24O2
308,Terpenoids,Sesquiterpenoids (C15),Others,C09679  Helminthosporoside A,C09679,C39H64O22
309,Terpenoids,Sesquiterpenoids (C15),Others,C09680  Hemigossypol,C09680,C15H16O4
310,Terpenoids,Sesquiterpenoids (C15),Others,C09681  Hernandulcin,C09681,C15H24O2
311,Terpenoids,Sesquiterpenoids (C15),Others,C09682  Himachalol,C09682,C15H26O
312,Terpenoids,Sesquiterpenoids (C15),Others,C09686  Hydroxyisopatchoulenone,C09686,C15H22O2
313,Terpenoids,Sesquiterpenoids (C15),Others,C09685  10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane,C09685,C19H28O4
314,Terpenoids,Sesquiterpenoids (C15),Others,C09399  Drimenin,C09399,C15H22O2
315,Terpenoids,Sesquiterpenoids (C15),Others,C19743  Drimenol,C19743,C15H26O
316,Terpenoids,Sesquiterpenoids (C15),Others,C19744  (+)-Epicubenol,C19744,C15H26O
317,Terpenoids,Sesquiterpenoids (C15),Others,C09408  Eremofrullanolide,C09408,C15H20O2
318,Terpenoids,Sesquiterpenoids (C15),Others,C09409  Eremophilenolide,C09409,C15H22O2
319,Terpenoids,Sesquiterpenoids (C15),Others,C09690  alpha-Irone,C09690,C14H22O
320,Terpenoids,Sesquiterpenoids (C15),Others,C11350  (+)-trans-alpha-Irone,C11350,C14H22O
321,Terpenoids,Sesquiterpenoids (C15),Others,C09695  Lacinilene C 7-methyl ether,C09695,C16H20O3
322,Terpenoids,Sesquiterpenoids (C15),Others,C09697  Laserpitin,C09697,C25H38O7
323,Terpenoids,Sesquiterpenoids (C15),Others,C09698  Ledol,C09698,C15H26O
324,Terpenoids,Sesquiterpenoids (C15),Others,C09700  Lubimin,C09700,C15H24O2
325,Terpenoids,Sesquiterpenoids (C15),Others,C09508  Microhelenin A,C09508,C15H18O4
326,Terpenoids,Sesquiterpenoids (C15),Others,C09509  Microhelenin C,C09509,C20H26O5
327,Terpenoids,Sesquiterpenoids (C15),Others,C09499  Matricin,C09499,C17H22O5
328,Terpenoids,Sesquiterpenoids (C15),Others,C09502  Mellitoxin,C09502,C15H18O7
329,Terpenoids,Sesquiterpenoids (C15),Others,C09706  Petasin,C09706,C20H28O3
330,Terpenoids,Sesquiterpenoids (C15),Others,C09707  Phaseic acid,C09707,C15H20O5
331,Terpenoids,Sesquiterpenoids (C15),Others,C09708  Phomenone,C09708,C15H20O4
332,Terpenoids,Sesquiterpenoids (C15),Others,C09709  Phytuberin,C09709,C17H26O4
333,Terpenoids,Sesquiterpenoids (C15),Others,C09528  Picrotin,C09528,C15H18O7
334,Terpenoids,Sesquiterpenoids (C15),Others,C09529  Picrotoxinin,C09529,C15H16O6
335,Terpenoids,Sesquiterpenoids (C15),Others,C09710  Pinguisone,C09710,C15H20O2
336,Terpenoids,Sesquiterpenoids (C15),Others,C19756  Presilphiperfolan-8beta-ol,C19756,C15H26O
337,Terpenoids,Sesquiterpenoids (C15),Others,C09714  Rhipocephalin,C09714,C21H28O6
338,Terpenoids,Sesquiterpenoids (C15),Others,C09715  Rishitin,C09715,C14H22O2
339,Terpenoids,Sesquiterpenoids (C15),Others,C09717  Rugosal A,C09717,C15H22O4
340,Terpenoids,Sesquiterpenoids (C15),Others,C09719  alpha-Santalol,C09719,C15H24O
341,Terpenoids,Sesquiterpenoids (C15),Others,C09720  beta-Santalol,C09720,C15H24O
342,Terpenoids,Sesquiterpenoids (C15),Others,C09722  Seiricardine A,C09722,C15H26O2
343,Terpenoids,Sesquiterpenoids (C15),Others,C09725  Shiromodiol diacetate,C09725,C19H30O5
344,Terpenoids,Sesquiterpenoids (C15),Others,C09729  alpha-Sinensal,C09729,C15H22O
345,Terpenoids,Sesquiterpenoids (C15),Others,C09730  beta-Sinensal,C09730,C15H22O
346,Terpenoids,Sesquiterpenoids (C15),Others,C09739  Tetradymol,C09739,C15H22O2
347,Terpenoids,Sesquiterpenoids (C15),Others,C09740  Thujopsene,C09740,C15H24
348,Terpenoids,Sesquiterpenoids (C15),Others,C09743  Valerenic acid,C09743,C15H22O2
349,Terpenoids,Sesquiterpenoids (C15),Others,C09744  alpha-Vetivone,C09744,C15H22O
350,Terpenoids,Sesquiterpenoids (C15),Others,C09745  beta-Vetivone,C09745,C15H22O
351,Terpenoids,Sesquiterpenoids (C15),Others,C09576  Vernodalin,C09576,C19H20O7
352,Terpenoids,Sesquiterpenoids (C15),Others,C09577  Vernodalol,C09577,C20H24O8
353,Terpenoids,Sesquiterpenoids (C15),Others,C09582  Vernolepin,C09582,C15H16O5
354,Terpenoids,Sesquiterpenoids (C15),Others,C09584  Vernomenin,C09584,C15H16O5
355,Terpenoids,Sesquiterpenoids (C15),Others,C09749  alpha-Ylangene,C09749,C15H24
356,Terpenoids,Sesquiterpenoids (C15),Others,C09750  Zingiberene,C09750,C15H24
357,Terpenoids,Sesquiterpenoids (C15),Others,C09607  Zexbrevin B,C09607,C19H24O7
358,Terpenoids,Diterpenoids (C20),Others,C09057  Acutilol A,C09057,C20H32O2
359,Terpenoids,Diterpenoids (C20),Others,C09064  Atractyloside,C09064,C30H44O16S2. 2K
360,Terpenoids,Diterpenoids (C20),Others,C09065  Baliospermin,C09065,C32H50O8
361,Terpenoids,Diterpenoids (C20),Others,C09066  Cafestol,C09066,C20H28O3
362,Terpenoids,Diterpenoids (C20),Others,C09076  Coleonol,C09076,C22H34O7
363,Terpenoids,Diterpenoids (C20),Others,C09078  Cotylenin F,C09078,C33H54O11
364,Terpenoids,Diterpenoids (C20),Others,C09090  Enmein,C09090,C20H26O6
365,Terpenoids,Diterpenoids (C20),Others,C19991  Euphornin,C19991,C33H44O9
366,Terpenoids,Diterpenoids (C20),Others,C09093  Fusicoccin H,C09093,C26H42O8
367,Terpenoids,Diterpenoids (C20),Others,C09104  Hallactone A,C09104,C19H22O6
368,Terpenoids,Diterpenoids (C20),Others,C09105  Hallactone B,C09105,C20H24O9S
369,Terpenoids,Diterpenoids (C20),Others,C09109  Hymatoxin A,C09109,C20H29O7S
370,Terpenoids,Diterpenoids (C20),Others,C09112  Ingenol,C09112,C20H28O5
371,Terpenoids,Diterpenoids (C20),Others,"C09113  Ingenol 3,20-dibenzoate",C09113,C34H36O7
372,Terpenoids,Diterpenoids (C20),Others,C09110  Ineketone,C09110,C20H30O3
373,Terpenoids,Diterpenoids (C20),Others,C09114  Inumakilactone A glycoside,C09114,C24H30O13
374,Terpenoids,Diterpenoids (C20),Others,C09117  Isodonal,C09117,C22H28O7
375,Terpenoids,Diterpenoids (C20),Others,C09121  Jodrellin A,C09121,C24H32O8
376,Terpenoids,Diterpenoids (C20),Others,C09122  Kansuinine B,C09122,C38H42O14
377,Terpenoids,Diterpenoids (C20),Others,C09125  Lathyrol,C09125,C20H30O4
378,Terpenoids,Diterpenoids (C20),Others,C09128  Marrubiin,C09128,C20H28O4
379,Terpenoids,Diterpenoids (C20),Others,C09132  Mascaroside,C09132,C26H36O11
380,Terpenoids,Diterpenoids (C20),Others,C09135  Montanin,C09135,C32H48O8
381,Terpenoids,Diterpenoids (C20),Others,C09137  Montanol,C09137,C21H36O4
382,Terpenoids,Diterpenoids (C20),Others,C09138  Nagilactone C,C09138,C19H22O7
383,Terpenoids,Diterpenoids (C20),Others,C09163  Pisiferic acid,C09163,C20H28O3
384,Terpenoids,Diterpenoids (C20),Others,C09174  Ponalactone A,C09174,C19H22O6
385,Terpenoids,Diterpenoids (C20),Others,C09172  Podolactone B,C09172,C19H22O9
386,Terpenoids,Diterpenoids (C20),Others,C09173  Podolide,C09173,C19H22O5
387,Terpenoids,Diterpenoids (C20),Others,C09175  Portulal,C09175,C20H32O4
388,Terpenoids,Diterpenoids (C20),Others,C09177  Premarrubiin,C09177,C20H28O4
389,Terpenoids,Diterpenoids (C20),Others,C09188  Spruceanol,C09188,C20H28O2
390,Terpenoids,Diterpenoids (C20),Others,C09202  Tripdiolide,C09202,C20H24O7
391,Terpenoids,Diterpenoids (C20),Others,C09204  Triptolide,C09204,C20H24O6
392,Terpenoids,Diterpenoids (C20),Others,C09205  Zoapatanol,C09205,C20H34O4
393,Terpenoids,Sesterterpenoids (C25),,C09057  Acutilol A,C09057,C20H32O2
394,Terpenoids,Sesterterpenoids (C25),,C09064  Atractyloside,C09064,C30H44O16S2. 2K
395,Terpenoids,Sesterterpenoids (C25),,C09065  Baliospermin,C09065,C32H50O8
396,Terpenoids,Sesterterpenoids (C25),,C09066  Cafestol,C09066,C20H28O3
397,Terpenoids,Sesterterpenoids (C25),,C09076  Coleonol,C09076,C22H34O7
398,Terpenoids,Sesterterpenoids (C25),,C09078  Cotylenin F,C09078,C33H54O11
399,Terpenoids,Sesterterpenoids (C25),,C09090  Enmein,C09090,C20H26O6
400,Terpenoids,Sesterterpenoids (C25),,C19991  Euphornin,C19991,C33H44O9
401,Terpenoids,Sesterterpenoids (C25),,C09093  Fusicoccin H,C09093,C26H42O8
402,Terpenoids,Sesterterpenoids (C25),,C09104  Hallactone A,C09104,C19H22O6
403,Terpenoids,Sesterterpenoids (C25),,C09105  Hallactone B,C09105,C20H24O9S
404,Terpenoids,Sesterterpenoids (C25),,C09109  Hymatoxin A,C09109,C20H29O7S
405,Terpenoids,Sesterterpenoids (C25),,C09112  Ingenol,C09112,C20H28O5
406,Terpenoids,Sesterterpenoids (C25),,"C09113  Ingenol 3,20-dibenzoate",C09113,C34H36O7
407,Terpenoids,Sesterterpenoids (C25),,C09110  Ineketone,C09110,C20H30O3
408,Terpenoids,Sesterterpenoids (C25),,C09114  Inumakilactone A glycoside,C09114,C24H30O13
409,Terpenoids,Sesterterpenoids (C25),,C09117  Isodonal,C09117,C22H28O7
410,Terpenoids,Sesterterpenoids (C25),,C09121  Jodrellin A,C09121,C24H32O8
411,Terpenoids,Sesterterpenoids (C25),,C09122  Kansuinine B,C09122,C38H42O14
412,Terpenoids,Sesterterpenoids (C25),,C09125  Lathyrol,C09125,C20H30O4
413,Terpenoids,Sesterterpenoids (C25),,C09128  Marrubiin,C09128,C20H28O4
414,Terpenoids,Sesterterpenoids (C25),,C09132  Mascaroside,C09132,C26H36O11
415,Terpenoids,Sesterterpenoids (C25),,C09135  Montanin,C09135,C32H48O8
416,Terpenoids,Sesterterpenoids (C25),,C09137  Montanol,C09137,C21H36O4
417,Terpenoids,Sesterterpenoids (C25),,C09138  Nagilactone C,C09138,C19H22O7
418,Terpenoids,Sesterterpenoids (C25),,C09163  Pisiferic acid,C09163,C20H28O3
419,Terpenoids,Sesterterpenoids (C25),,C09174  Ponalactone A,C09174,C19H22O6
420,Terpenoids,Sesterterpenoids (C25),,C09172  Podolactone B,C09172,C19H22O9
421,Terpenoids,Sesterterpenoids (C25),,C09173  Podolide,C09173,C19H22O5
422,Terpenoids,Sesterterpenoids (C25),,C09175  Portulal,C09175,C20H32O4
423,Terpenoids,Sesterterpenoids (C25),,C09177  Premarrubiin,C09177,C20H28O4
424,Terpenoids,Sesterterpenoids (C25),,C09188  Spruceanol,C09188,C20H28O2
425,Terpenoids,Sesterterpenoids (C25),,C09202  Tripdiolide,C09202,C20H24O7
426,Terpenoids,Sesterterpenoids (C25),,C09204  Triptolide,C09204,C20H24O6
427,Terpenoids,Sesterterpenoids (C25),,C09205  Zoapatanol,C09205,C20H34O4
428,Terpenoids,Triterpenoids (C30),Others,C08921  Aescin,C08921,C55H86O24
429,Terpenoids,Triterpenoids (C30),Others,C08922  Aridanin,C08922,C38H61NO8
430,Terpenoids,Triterpenoids (C30),Others,C08923  Arvensoside A,C08923,C48H78O18
431,Terpenoids,Triterpenoids (C30),Others,C08926  Avenacin A-1,C08926,C55H83NO21
432,Terpenoids,Triterpenoids (C30),Others,C08927  Avenacin B-2,C08927,C54H80O20
433,Terpenoids,Triterpenoids (C30),Others,C08930  Azukisaponin III,C08930,C42H66O15
434,Terpenoids,Triterpenoids (C30),Others,C08932  Bayogenin 3-O-cellobioside,C08932,C42H68O15
435,Terpenoids,Triterpenoids (C30),Others,C08789  Bryodulcosigenin,C08789,C30H50O4
436,Terpenoids,Triterpenoids (C30),Others,C08933  Camellidin I,C08933,C55H86O25
437,Terpenoids,Triterpenoids (C30),Others,C08934  Camellidin II,C08934,C53H84O24
438,Terpenoids,Triterpenoids (C30),Others,C08790  Carnosifloside I,C08790,C42H68O13
439,Terpenoids,Triterpenoids (C30),Others,C08791  Carnosifloside III,C08791,C48H78O18
440,Terpenoids,Triterpenoids (C30),Others,C08792  Carnosifloside VI,C08792,C48H80O18
441,Terpenoids,Triterpenoids (C30),Others,C08935  Cimicifugoside,C08935,C37H54O11
442,Terpenoids,Triterpenoids (C30),Others,C08936  Colubrin,C08936,C48H76O18
443,Terpenoids,Triterpenoids (C30),Others,C08937  Colubrinoside,C08937,C50H78O19
444,Terpenoids,Triterpenoids (C30),Others,C08938  Cyclamin,C08938,C58H94O27
445,Terpenoids,Triterpenoids (C30),Others,C08940  Desglucomusennin,C08940,C45H72O16
446,Terpenoids,Triterpenoids (C30),Others,C08941  Dianoside A,C08941,C42H66O15
447,Terpenoids,Triterpenoids (C30),Others,C08759  Eurycomalactone,C08759,C19H24O6
448,Terpenoids,Triterpenoids (C30),Others,C08765  Glycinoeclepin A,C08765,C25H34O7
449,Terpenoids,Triterpenoids (C30),Others,C08808  Gratiogenin,C08808,C30H48O4
450,Terpenoids,Triterpenoids (C30),Others,C08949  Gypenoside XXV,C08949,C47H78O18
451,Terpenoids,Triterpenoids (C30),Others,C08952  Gypsogenin 3-O-rhamnosylglucuronide,C08952,C42H64O14
452,Terpenoids,Triterpenoids (C30),Others,C08953  Hederagenin 3-O-arabinoside,C08953,C35H56O8
453,Terpenoids,Triterpenoids (C30),Others,C08766  Harrisonin,C08766,C27H32O10
454,Terpenoids,Triterpenoids (C30),Others,C08956  Helianthoside A,C08956,C53H86O21
455,Terpenoids,Triterpenoids (C30),Others,C08767  12alpha-Hydroxyamoorstatin,C08767,C28H36O10
456,Terpenoids,Triterpenoids (C30),Others,C08768  Ichangin,C08768,C26H32O9
457,Terpenoids,Triterpenoids (C30),Others,C08958  Lemmatoxin,C08958,C48H78O18
458,Terpenoids,Triterpenoids (C30),Others,C08959  Medicagenic acid 3-O-triglucoside,C08959,C48H76O21
459,Terpenoids,Triterpenoids (C30),Others,C08960  Musennin,C08960,C51H82O21
460,Terpenoids,Triterpenoids (C30),Others,C08773  Nomilin,C08773,C28H34O9
461,Terpenoids,Triterpenoids (C30),Others,C08965  Pfaffic acid,C08965,C29H44O3
462,Terpenoids,Triterpenoids (C30),Others,C08966  Pfaffoside A,C08966,C40H60O13
463,Terpenoids,Triterpenoids (C30),Others,C08967  Phaseoloside D,C08967,C65H104O31
464,Terpenoids,Triterpenoids (C30),Others,C08968  Phytolaccoside B,C08968,C36H56O11
465,Terpenoids,Triterpenoids (C30),Others,C08969  Pittoside A,C08969,C41H68O13
466,Terpenoids,Triterpenoids (C30),Others,C08970  Primulasaponin,C08970,C54H88O23
467,Terpenoids,Triterpenoids (C30),Others,C08779  Rutaevin,C08779,C26H30O9
468,Terpenoids,Triterpenoids (C30),Others,C08781  Samaderin A,C08781,C18H18O6
469,Terpenoids,Triterpenoids (C30),Others,C08634  Sapelin A,C08634,C30H50O4
470,Terpenoids,Triterpenoids (C30),Others,C17067  Siaresinol,C17067,C30H48O4
471,Terpenoids,Triterpenoids (C30),Others,C08809  Spinoside A,C08809,C39H56O12
472,Terpenoids,Triterpenoids (C30),Others,C08635  Taccalonolide A,C08635,C36H46O14
473,Terpenoids,Triterpenoids (C30),Others,C19832  Thalianol,C19832,C30H50O
474,Terpenoids,Triterpenoids (C30),Others,C08985  Thalicoside A,C08985,C42H70O14
475,Terpenoids,Triterpenoids (C30),Others,C08986  Theasaponin,C08986,C59H92O27
476,Terpenoids,Triterpenoids (C30),Others,C08987  Tubeimoside I,C08987,C63H98O29
477,Terpenoids,Triterpenoids (C30),Others,C08989  Virgaureasaponin I,C08989,C59H96O27
478,Terpenoids,Triterpenoids (C30),Others,C08788  Zapoterin,C08788,C26H30O8
479,Terpenoids,Triterpenoids (C30),Others,C08991  Ziziphin,C08991,C51H80O18
480,Terpenoids,Steroids,Others,C08831  Miroestrol,C08831,C20H22O6
481,Terpenoids,Steroids,Others,C18164  Deoxymiroestrol,C18164,C20H22O5
482,Terpenoids,Steroids,Others,C08841  Withaferin A,C08841,C28H38O6
483,Terpenoids,Steroids,Others,C08842  Withanolide D,C08842,C28H38O6
484,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C06082  Abscisate,C06082,C15H20O4
485,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08582  Bixin,C08582,C25H30O4
486,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08589  Crocin,C08589,C44H64O24
487,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08588  Crocetin,C08588,C20H24O4
488,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C19867  beta-D-Glucosyl crocetin,C19867,C26H34O9
489,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17513  beta-D-Gentiobiosyl beta-D-glucosyl crocetin,C17513,C38H54O19
490,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C20425  beta-Cyclocitral,C20425,C10H16O
491,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C12286  alpha-Ionone,C12286,C13H20O
492,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C12287  beta-Ionone,C12287,C13H20O
493,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C20426  Mycorradicin,C20426,C14H16O4
494,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17055  Picrocrocin,C17055,C16H26O7
495,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17062  Safranal,C17062,C10H14O
496,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C09186  Sorgolactone,C09186,C18H20O5
497,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C09190  Strigol,C09190,C19H22O6
498,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C18037  5-Deoxystrigol,C18037,C19H22O5
499,Terpenoids,Others,Polyterpenoids,C04217  all-trans-Pentaprenyl diphosphate,C04217,C25H44O7P2
500,Terpenoids,Others,Polyterpenoids,C01230  all-trans-Hexaprenyl diphosphate,C01230,C30H52O7P2
501,Terpenoids,Others,Polyterpenoids,C04216  all-trans-Heptaprenyl diphosphate,C04216,C35H60O7P2
502,Terpenoids,Others,Polyterpenoids,C04146  all-trans-Octaprenyl diphosphate,C04146,C40H68O7P2
503,Terpenoids,Others,Polyterpenoids,C04145  all-trans-Nonaprenyl diphosphate,C04145,C45H76O7P2
504,Terpenoids,Others,Polyterpenoids,C17432  all-trans-Decaprenyl diphosphate,C17432,C50H84O7P2
505,Terpenoids,Others,Polyterpenoids,"C04574  di-trans,poly-cis-Undecaprenyl diphosphate",C04574,C55H92O7P2
506,Terpenoids,Others,Polyterpenoids,C02321  Rubber particle,C02321,(C5H8)n
507,Polyketides,Anthraquinones,Anthraquinone type,C10294  Aloe-emodin,C10294,C15H10O5
508,Polyketides,Anthraquinones,Anthraquinone type,C01474  Alizarin,C01474,C14H8O4
509,Polyketides,Anthraquinones,Anthraquinone type,C10291  Alizarin 2-methyl ether,C10291,C15H10O4
510,Polyketides,Anthraquinones,Anthraquinone type,C10297  Anthragallol,C10297,C14H8O5
511,Polyketides,Anthraquinones,Anthraquinone type,C17670  Aurantio-obtusin,C17670,C17H14O7
512,Polyketides,Anthraquinones,Anthraquinone type,C10303  Aurantio-obtusin beta-D-glucoside,C10303,C23H24O12
513,Polyketides,Anthraquinones,Anthraquinone type,C10308  Cassiamin C,C10308,C30H18O8
514,Polyketides,Anthraquinones,Anthraquinone type,C10315  Chrysophanol,C10315,C15H10O4
