,A,B,C,D,E,F
252,Nucleic acids,Nucleosides [Fig],Deoxyribonucleosides,C00881  Deoxycytidine (dC),C00881,C9H13N3O4
253,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00020  AMP,C00020,C10H14N5O7P
254,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00008  ADP,C00008,C10H15N5O10P2
255,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00002  ATP,C00002,C10H16N5O13P3
256,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00144  GMP,C00144,C10H14N5O8P
257,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00035  GDP,C00035,C10H15N5O11P2
258,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00044  GTP,C00044,C10H16N5O14P3
259,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00105  UMP,C00105,C9H13N2O9P
260,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00015  UDP,C00015,C9H14N2O12P2
261,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00075  UTP,C00075,C9H15N2O15P3
262,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00055  CMP,C00055,C9H14N3O8P
263,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00112  CDP,C00112,C9H15N3O11P2
264,Nucleic acids,Nucleotides [Fig],Ribonucleotides,C00063  CTP,C00063,C9H16N3O14P3
265,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00360  dAMP,C00360,C10H14N5O6P
266,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00206  dADP,C00206,C10H15N5O9P2
267,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00131  dATP,C00131,C10H16N5O12P3
268,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00362  dGMP,C00362,C10H14N5O7P
269,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00361  dGDP,C00361,C10H15N5O10P2
270,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00286  dGTP,C00286,C10H16N5O13P3
271,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00365  dUMP,C00365,C9H13N2O8P
272,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C01346  dUDP,C01346,C9H14N2O11P2
273,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00460  dUTP,C00460,C9H15N2O14P3
274,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00364  dTMP,C00364,C10H15N2O8P
275,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00363  dTDP,C00363,C10H16N2O11P2
276,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00459  dTTP,C00459,C10H17N2O14P3
277,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00239  dCMP,C00239,C9H14N3O7P
278,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00705  dCDP,C00705,C9H15N3O10P2
279,Nucleic acids,Nucleotides [Fig],Deoxyribonucleotides,C00458  dCTP,C00458,C9H16N3O13P3
280,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C00575  3',5'-Cyclic AMP",C00575,C10H12N5O6P
281,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C00942  3',5'-Cyclic GMP",C00942,C10H12N5O7P
282,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C00943  3',5'-Cyclic IMP",C00943,C10H11N4O7P
283,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C00968  3',5'-Cyclic dAMP",C00968,C10H12N5O5P
284,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C02507  3',5'-Cyclic dGMP",C02507,C10H12N5O6P
285,Nucleic acids,Cyclic nucleotides [Fig],"3',5'-Cyclic nuclcleotides","C00941  3',5'-Cyclic CMP",C00941,C9H12N3O7P
286,Nucleic acids,Cyclic nucleotides [Fig],"2',3'-Cyclic nucleotides","C02353  2',3'-Cyclic AMP",C02353,C10H12N5O6P
287,Nucleic acids,Cyclic nucleotides [Fig],"2',3'-Cyclic nucleotides","C06194  2',3'-Cyclic GMP",C06194,C10H12N5O7P
288,Nucleic acids,Cyclic nucleotides [Fig],"2',3'-Cyclic nucleotides","C02354  2',3'-Cyclic CMP",C02354,C9H12N3O7P
289,Nucleic acids,Cyclic nucleotides [Fig],"2',3'-Cyclic nucleotides","C02355  2',3'-Cyclic UMP",C02355,C9H11N2O8P
290,Peptides,Peptides,Dipeptides [Fig],C01262  Anserine,C01262,C10H16N4O3
291,Peptides,Peptides,Dipeptides [Fig],C00386  Carnosine,C00386,C9H14N4O3
292,Peptides,Peptides,Dipeptides [Fig],C00993  D-Alanyl-D-alanine,C00993,C6H12N2O3
293,Peptides,Amino acids,Common amino acids [Fig],C00037  Glycine (Gly),C00037,C2H5NO2
294,Peptides,Amino acids,Common amino acids [Fig],C00041  Alanine (Ala),C00041,C3H7NO2
295,Peptides,Amino acids,Common amino acids [Fig],C00183  Valine (Val),C00183,C5H11NO2
296,Peptides,Amino acids,Common amino acids [Fig],C00123  Leucine (Leu),C00123,C6H13NO2
297,Peptides,Amino acids,Common amino acids [Fig],C00407  Isoleucine (Ile),C00407,C6H13NO2
298,Peptides,Amino acids,Common amino acids [Fig],C00049  Aspartic acid (Asp),C00049,C4H7NO4
299,Peptides,Amino acids,Common amino acids [Fig],C00152  Asparagine (Asn),C00152,C4H8N2O3
300,Peptides,Amino acids,Common amino acids [Fig],C00025  Glutamic acid (Glu),C00025,C5H9NO4
301,Peptides,Amino acids,Common amino acids [Fig],C00064  Glutamine (Gln),C00064,C5H10N2O3
302,Peptides,Amino acids,Common amino acids [Fig],C00065  Serine (Ser),C00065,C3H7NO3
303,Peptides,Amino acids,Common amino acids [Fig],C00188  Threonine (Thr),C00188,C4H9NO3
304,Peptides,Amino acids,Common amino acids [Fig],C00073  Methionine (Met),C00073,C5H11NO2S
305,Peptides,Amino acids,Common amino acids [Fig],C00097  Cysteine (Cys),C00097,C3H7NO2S
306,Peptides,Amino acids,Common amino acids [Fig],C00047  Lysine (Lys),C00047,C6H14N2O2
307,Peptides,Amino acids,Common amino acids [Fig],C00062  Arginine (Arg),C00062,C6H14N4O2
308,Peptides,Amino acids,Common amino acids [Fig],C00135  Histidine (His),C00135,C6H9N3O2
309,Peptides,Amino acids,Common amino acids [Fig],C00148  Proline (Pro),C00148,C5H9NO2
310,Peptides,Amino acids,Common amino acids [Fig],C00079  Phenylalanine (Phe),C00079,C9H11NO2
311,Peptides,Amino acids,Common amino acids [Fig],C00082  Tyrosine (Tyr),C00082,C9H11NO3
312,Peptides,Amino acids,Common amino acids [Fig],C00078  Tryptophan (Trp),C00078,C11H12N2O2
313,Peptides,Amino acids,Other amino acids [Fig],C05688  Selenocysteine (Sec),C05688,C3H7NO2Se
314,Peptides,Amino acids,Other amino acids [Fig],C16138  Pyrrolysine (Pyl),C16138,C12H21N3O3
315,Peptides,Amino acids,Other amino acids [Fig],C00077  L-Ornithine,C00077,C5H12N2O2
316,Peptides,Amino acids,Other amino acids [Fig],C00155  L-Homocysteine,C00155,C4H9NO2S
317,Peptides,Amino acids,Other amino acids [Fig],C00263  L-Homoserine,C00263,C4H9NO3
318,Peptides,Amino acids,Other amino acids [Fig],C00327  L-Citrulline,C00327,C6H13N3O3
319,Peptides,Amino acids,Other amino acids [Fig],C00606  3-Sulfino-L-alanine,C00606,C3H7NO4S
320,Peptides,Amino acids,Other amino acids [Fig],C03406  L-Argininosuccinate,C03406,C10H18N4O6
321,Peptides,Amino acids,Other amino acids [Fig],"C00355  3,4-Dihydroxy-L-phenylalanine",C00355,C9H11NO4
322,Peptides,Amino acids,Other amino acids [Fig],C02515  3-Iodo-L-tyrosine,C02515,C9H10INO3
323,Peptides,Amino acids,Other amino acids [Fig],"C01060  3,5-Diiodo-L-tyrosine",C01060,C9H9I2NO3
324,Peptides,Amino acids,Other amino acids [Fig],C02465  Triiodothyronine,C02465,C15H12I3NO4
325,Peptides,Amino acids,Other amino acids [Fig],C01829  L-Thyroxine,C01829,C15H11I4NO4
326,Peptides,Amino acids,Other amino acids [Fig],C00099  beta-Alanine,C00099,C3H7NO2
327,Peptides,Amino acids,Other amino acids [Fig],C00334  gamma-Aminobutyric acid,C00334,C4H9NO2
328,Peptides,Amino acids,Other amino acids [Fig],C05145  3-Aminoisobutyric acid,C05145,C4H9NO2
329,Peptides,Amino acids,Other amino acids [Fig],C00133  D-Alanine,C00133,C3H7NO2
330,Peptides,Amino acids,Other amino acids [Fig],C06417  D-Valine,C06417,C5H11NO2
331,Peptides,Amino acids,Other amino acids [Fig],C01570  D-Leucine,C01570,C6H13NO2
332,Peptides,Amino acids,Other amino acids [Fig],C06418  D-Isoleucine,C06418,C6H13NO2
333,Peptides,Amino acids,Other amino acids [Fig],C00402  D-Aspartic acid,C00402,C4H7NO4
334,Peptides,Amino acids,Other amino acids [Fig],C01905  D-Asparagine,C01905,C4H8N2O3
335,Peptides,Amino acids,Other amino acids [Fig],C00217  D-Glutamic acid,C00217,C5H9NO4
336,Peptides,Amino acids,Other amino acids [Fig],C00819  D-Glutamine,C00819,C5H10N2O3
337,Peptides,Amino acids,Other amino acids [Fig],C00740  D-Serine,C00740,C3H7NO3
338,Peptides,Amino acids,Other amino acids [Fig],C00820  D-Threonine,C00820,C4H9NO3
339,Peptides,Amino acids,Other amino acids [Fig],C00855  D-Methionine,C00855,C5H11NO2S
340,Peptides,Amino acids,Other amino acids [Fig],C00793  D-Cysteine,C00793,C3H7NO2S
341,Peptides,Amino acids,Other amino acids [Fig],C00739  D-Lysine,C00739,C6H14N2O2
342,Peptides,Amino acids,Other amino acids [Fig],C00792  D-Arginine,C00792,C6H14N4O2
343,Peptides,Amino acids,Other amino acids [Fig],C06419  D-Histidine,C06419,C6H9N3O2
344,Peptides,Amino acids,Other amino acids [Fig],C00763  D-Proline,C00763,C5H9NO2
345,Peptides,Amino acids,Other amino acids [Fig],C02265  D-Phenylalanine,C02265,C9H11NO2
346,Peptides,Amino acids,Other amino acids [Fig],C06420  D-Tyrosine,C06420,C9H11NO3
347,Peptides,Amino acids,Other amino acids [Fig],C00525  D-Tryptophan,C00525,C11H12N2O2
348,Peptides,Amino acids,Other amino acids [Fig],C01879  Pidolic acid,C01879,C5H7NO3
349,Peptides,Amino acids,Other amino acids [Fig],C01157  Hydroxyproline,C01157,C5H9NO3
350,Peptides,Amino acids,Other amino acids [Fig],C01420  Cystine,C01420,C6H12N2O4S2
351,Peptides,Amino acids,Other amino acids [Fig],C03145  N-Formylmethionine,C03145,C6H11NO3S
352,Peptides,Amines,Biogenic amines [Fig],C00189  Ethanolamine,C00189,C2H7NO
353,Peptides,Amines,Biogenic amines [Fig],C01678  Cysteamine,C01678,C2H7NS
354,Peptides,Amines,Biogenic amines [Fig],C03194  Aminopropanol,C03194,C3H9NO
355,Peptides,Amines,Biogenic amines [Fig],C00099  beta-Alanine,C00099,C3H7NO2
356,Peptides,Amines,Biogenic amines [Fig],C00334  gamma-Aminobutyric acid (GABA),C00334,C4H9NO2
357,Peptides,Amines,Biogenic amines [Fig],C00134  Putrescine,C00134,C4H12N2
358,Peptides,Amines,Biogenic amines [Fig],C00388  Histamine,C00388,C5H9N3
359,Peptides,Amines,Biogenic amines [Fig],C03758  Dopamine,C03758,C8H11NO2
360,Peptides,Amines,Biogenic amines [Fig],C00780  Serotonin,C00780,C10H12N2O
361,Peptides,Amines,Biogenic amines [Fig],C00483  Tyramine,C00483,C8H11NO
362,Peptides,Amines,Biogenic amines [Fig],C05332  Phenethylamine,C05332,C8H11N
363,Peptides,Amines,Biogenic amines [Fig],C01137  S-Adenosylmethioninamine,C01137,C14H23N6O3S
364,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C00473  Retinol (Vitamin A),C00473,C20H30O
365,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C05441  Ergocalciferol (Vitamin D2),C05441,C28H44O
366,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C05443  Cholecalciferol (Vitamin D3),C05443,C27H44O
367,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C02477  alpha-Tocopherol (Vitamin E),C02477,C29H50O2
368,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C02059  Phylloquinone (Vitamin K1),C02059,C31H46O2
369,Vitamins and Cofactors,Vitamins,Fat-soluble vitamins [Fig],C00828  Menaquinone (Vitamin K2),C00828,C16H16O2(C5H8)n
370,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00378  Thiamine (Vitamin B1),C00378,C12H17N4OS
371,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00255  Riboflavin (Vitamin B2),C00255,C17H20N4O6
372,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00253  Nicotinic acid (Vitamin B3),C00253,C6H5NO2
373,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00153  Nicotinamide (Vitamin B3),C00153,C6H6N2O
374,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00864  Pantothenic acid (Vitamin B5),C00864,C9H17NO5
375,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00250  Pyridoxal (Vitamin B6),C00250,C8H9NO3
376,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00314  Pyridoxine (Vitamin B6),C00314,C8H11NO3
377,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00534  Pyridoxamine (Vitamin B6),C00534,C8H12N2O2
378,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00504  Folic acid (Vitamin B9),C00504,C19H19N7O6
379,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C05776  Cobalamin(III) (Vitamin B12),C05776,C62H88CoN13O14PR
380,Vitamins and Cofactors,Vitamins,Water-soluble vitamins [Fig],C00072  Ascorbic acid (Vitamin C),C00072,C6H8O6
381,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00068  TPP,C00068,C12H19N4O7P2S
382,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00016  FAD,C00016,C27H33N9O15P2
383,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00061  FMN,C00061,C17H21N4O9P
384,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00003  NAD,C00003,C21H28N7O14P2
385,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00006  NADP,C00006,C21H29N7O17P3
386,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00010  CoA,C00010,C21H36N7O16P3S
387,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00018  PLP,C00018,C8H10NO6P
388,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00101  THF,C00101,C19H23N7O6
389,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00194  Cobamamide,C00194,C72H100CoN18O17P
390,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00002  ATP,C00002,C10H16N5O13P3
391,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00063  CTP,C00063,C9H16N3O14P3
392,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00019  SAM,C00019,C15H22N6O5S
393,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00029  UDP-glucose,C00029,C15H24N2O17P2
394,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C04628  Coenzyme B,C04628,C11H22NO7PS
395,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C05777  Coenzyme F430,C05777,C42H51N6NiO13
396,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C03576  Coenzyme M,C03576,C2H6O3S2
397,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C11378  Coenzyme Q10,C11378,C59H90O4
398,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00051  Glutathione,C00051,C10H17N3O6S
399,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00862  Methanofuran,C00862,C34H44N4O15
400,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00053  PAPS,C00053,C10H15N5O13P2S
401,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00272  Tetrahydrobiopterin,C00272,C9H15N5O3
402,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],"C01217  5,6,7,8-Tetrahydromethanopterin",C01217,C30H45N6O16P
403,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C15670  Heme A,C15670,C49H56FeN4O6
404,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00032  Heme B,C00032,C34H32FeN4O4
405,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C15672  Heme O,C15672,C49H58FeN4O5
406,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00120  Biotin,C00120,C10H16N2O3S
407,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00725  Lipoate,C00725,C8H14O2S2
408,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C18237  Molybdenum cofactor,C18237,C10H12MoN5O8PS2
409,Vitamins and Cofactors,Cofactors,Coenzymes [Fig],C00113  PQQ,C00113,C14H6N2O8
410,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C02537  Estradiol-17alpha,C02537,C18H24O2
411,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C00951  Estradiol-17beta,C00951,C18H24O2
412,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C05141  Estriol,C05141,C18H24O3
413,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C00468  Estrone,C00468,C18H22O2
414,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C14392  Equilin,C14392,C18H20O2
415,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C14303  Equilenin,C14303,C18H18O2
416,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C05301  2-Hydroxyestradiol,C05301,C18H24O3
417,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C03935  6beta-Hydroxyestradiol-17beta,C03935,C18H24O3
418,Steroids,18-Carbon atoms,Estrane derivatives [Fig],C05302  2-Methoxyestradiol-17beta,C05302,C19H26O3
419,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C05285  Adrenosterone,C05285,C19H24O3
420,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C00523  Androsterone,C00523,C19H30O2
421,Steroids,19-Carbon atoms,Androstane derivatives [Fig],"C03772  5beta-Androstane-3,17-dione",C03772,C19H28O2
422,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C07632  Androstanediol,C07632,C19H32O2
423,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C15638  3-Androstanol,C15638,C19H32O
424,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C04295  Androstenediol,C04295,C19H30O2
425,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C00280  Androstenedione,C00280,C19H26O2
426,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C14210  4-Androstenediol,C14210,C19H30O2
427,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C01227  Dehydroepiandrosterone,C01227,C19H28O2
428,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C03917  Dihydrotestosterone,C03917,C19H30O2
429,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C04373  Etiocholanolone,C04373,C19H30O2
430,Steroids,19-Carbon atoms,Androstane derivatives [Fig],C00535  Testosterone,C00535,C19H28O2
431,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C01953  Pregnenolone,C01953,C21H32O2
432,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C00410  Progesterone,C00410,C21H30O2
433,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C01780  Aldosterone,C01780,C21H28O5
434,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C03205  11-Deoxycorticosterone,C03205,C21H30O3
435,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C02140  Corticosterone,C02140,C21H30O4
436,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C00735  Cortisol,C00735,C21H30O5
437,Steroids,21-Carbon atoms,Pregnane derivatives [Fig],C00762  Cortisone,C00762,C21H28O5
438,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C08859  Cymarin,C08859,C30H44O9
439,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C08866  Gitoxin,C08866,C41H64O14
440,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C08876  Neriifolin,C08876,C30H46O8
441,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C06955  Digitoxin,C06955,C41H64O13
442,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C06956  Digoxin,C06956,C41H64O14
443,Steroids,23-Carbon atoms,Cardanolide derivatives [Fig],C01443  Ouabain,C01443,C29H44O12
444,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C00695  Cholic acid,C00695,C24H40O5
445,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C02528  Chenodeoxycholate,C02528,C24H40O4
446,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C04483  Deoxycholic acid,C04483,C24H40O4
447,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C03990  Lithocholic acid,C03990,C24H40O3
448,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C07880  Ursodiol,C07880,C24H40O4
449,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C01921  Glycocholate,C01921,C26H43NO6
450,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C05122  Taurocholate,C05122,C26H45NO7S
451,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C15517  Hyodeoxycholate,C15517,C24H40O4
452,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C15515  Murideoxycholate,C15515,C24H40O4
453,Steroids,24-Carbon atoms,Cholane derivatives [Fig],C03070  3-Oxo-5beta-cholanate,C03070,C24H38O3
454,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C08868  Hellebrin,C08868,C36H52O15
455,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C17058  Resibufogenin,C17058,C24H32O4
456,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16922  Bufalin,C16922,C24H34O4
457,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16923  Bufotalin,C16923,C26H36O6
458,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16931  Cinobufagin,C16931,C26H34O6
459,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16932  Cinobufotalin,C16932,C26H34O7
460,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16962  Gamabufogenin,C16962,C24H34O5
461,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C16969  Hellebrigenin,C16969,C24H32O6
462,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C17072  Telocinobufagin,C17072,C24H34O5
463,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C12816  Proscillaridin,C12816,C30H42O8
464,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C19643  Scillarenin,C19643,C24H32O4
465,Steroids,24-Carbon atoms,Bufanolide derivatives [Fig],C08880  Scilliroside,C08880,C32H44O12
466,Steroids,27-Carbon atoms,Cholestane derivatives [Fig],C15337  Allocholesterol,C15337,C27H46O
467,Steroids,27-Carbon atoms,Cholestane derivatives [Fig],C00187  Cholesterol,C00187,C27H46O
468,Steroids,27-Carbon atoms,Cholestane derivatives [Fig],C01164  7-Dehydrocholesterol,C01164,C27H44O
469,Steroids,27-Carbon atoms,Cholestane derivatives [Fig],C01802  Desmosterol,C01802,C27H44O
470,Steroids,27-Carbon atoms,Cholestane derivatives [Fig],C00477  Ecdysone,C00477,C27H44O6
471,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C08896  Digitogenin,C08896,C27H44O5
472,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C08898  Diosgenin,C08898,C27H42O3
473,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C08899  Gitogenin,C08899,C27H44O4
474,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C03963  Sarsasapogenin,C03963,C27H44O3
475,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C08913  Smilagenin,C08913,C27H44O3
476,Steroids,27-Carbon atoms,Spirostan derivatives [Fig],C08914  Tigogenin,C08914,C27H44O3
477,Steroids,27-Carbon atoms,Furostan derivatives [Fig],C04715  Nuatigenin,C04715,C27H42O4
478,Steroids,27-Carbon atoms,Furostan derivatives [Fig],C19648  Pseudotigogenin,C19648,C27H44O3
479,Steroids,27-Carbon atoms,Furostan derivatives [Fig],C19649  Pseudosarsasapogenin,C19649,C27H44O3
480,Steroids,27-Carbon atoms,Furostan derivatives [Fig],C19650  Pseudosmilagenin,C19650,C27H44O3
481,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],C19651  Ergostanol,C19651,C28H50O
482,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],C19652  alpha-Ergostenol,C19652,C28H48O
483,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],C01694  Ergosterol,C01694,C28H44O
484,Steroids,28-Carbon atoms,Ergostane derivatives [Fig],C19653  Lumisterol,C19653,C28H44O
485,Steroids,28-Carbon atoms,Campestane derivatives [Fig],C08814  Brassinolide,C08814,C28H48O6
486,Steroids,28-Carbon atoms,Campestane derivatives [Fig],C15787  Campestanol,C15787,C28H50O
487,Steroids,28-Carbon atoms,Campestane derivatives [Fig],C01789  Campesterol,C01789,C28H48O
488,Steroids,29-Carbon atoms,Stigmastane derivatives [Fig],C08817  Fucosterol,C08817,C29H48O
489,Steroids,29-Carbon atoms,Stigmastane derivatives [Fig],C19644  Stigmastanol,C19644,C29H52O
490,Steroids,29-Carbon atoms,Stigmastane derivatives [Fig],C05442  Stigmasterol,C05442,C29H48O
491,Steroids,29-Carbon atoms,Poriferastane derivatives [Fig],C08836  Poriferasterol,C08836,C29H48O
492,Steroids,29-Carbon atoms,Poriferastane derivatives [Fig],C19654  gamma-Sitosterol,C19654,C29H50O
493,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],C19657  Acanthasterol,C19657,C30H50O
494,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],C19655  Gorgosterol,C19655,C30H50O
495,Steroids,30-Carbon atoms,Gorgostane derivatives [Fig],C19656  Sarcoaldesterol A,C19656,C30H52O4
496,Hormones and transmitters,Peptide hormones,Prolactin-releasing peptide [KO:K05269],C16086  Prolactin-releasing peptide-31,C16086,
497,Hormones and transmitters,Peptide hormones,Prolactin-releasing peptide [KO:K05269],C16087  Prolactin-releasing peptide-20,C16087,
498,Hormones and transmitters,Peptide hormones,Thyrotropin-releasing hormone [KO:K05253],C03958  Thyrotropin-releasing hormone,C03958,C16H22N6O4
499,Hormones and transmitters,Peptide hormones,Gonadotropin-releasing hormone [KO:K05252],C07607  Gonadotropin-releasing hormone I,C07607,C55H75N17O13
500,Hormones and transmitters,Peptide hormones,Gonadotropin-releasing hormone [KO:K05252],C16084  Gonadotropin-releasing hormone II,C16084,
501,Hormones and transmitters,Peptide hormones,Growth hormone-releasing hormone [KO:K05260],C16085  Growth hormone-releasing hormone (1-29),C16085,
502,Hormones and transmitters,Peptide hormones,Somatostatin [KO:K05237],C16022  Somatostatin-14,C16022,
503,Hormones and transmitters,Peptide hormones,Somatostatin [KO:K05237],C16021  Somatostatin-28,C16021,
504,Hormones and transmitters,Peptide hormones,Corticotropin-releasing hormone [KO:K05256],C16079  Corticotropin releasing hormone,C16079,
